"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"POST /auth/api/company/99999/assign-me → 404 or 409.","301","test_p1_assign_self_to_nonexistent_company","tests.api","Sat May 23 21:58:48 UTC 2026","passed","Sat May 23 21:58:49 UTC 2026","TestAuthUniversityP1","test_auth","",""
"","286","test_remove_group_member","tests.api","Sat May 23 21:59:53 UTC 2026","passed","Sat May 23 21:59:53 UTC 2026","TestAuthCompanyGroupsCRUD","test_auth","",""
"","289","test_list_users","tests.api","Sat May 23 21:58:33 UTC 2026","passed","Sat May 23 21:58:33 UTC 2026","TestAuthUniversity","test_auth","",""
"","1190","test_p1_populate_java_questions_unauthorized","tests.api","Sat May 23 22:11:39 UTC 2026","passed","Sat May 23 22:11:40 UTC 2026","TestQuizP1","test_quiz","",""
"P1: POST /listings/recommend with empty body → 422.","291","test_p1_recommend_jobs_empty","tests.api","Sat May 23 22:01:48 UTC 2026","passed","Sat May 23 22:01:49 UTC 2026","TestJobsP1","test_jobs_endpoints","",""
"GET without token → 401/403.","338","test_p1_enhanced_shortlist_no_auth","tests.api","Sat May 23 21:59:40 UTC 2026","passed","Sat May 23 21:59:41 UTC 2026","TestAuthShortlistEnhanced","test_auth","",""
"P1: GET /v1/interview/me/sessions/FAKE/history → 404.","305","test_p1_me_session_history_nonexistent","tests.api","Sat May 23 22:01:36 UTC 2026","passed","Sat May 23 22:01:36 UTC 2026","TestInterviewNewEndpointsP1","test_interview","",""
"P1: GET /resumes/99999/skills → 404.","287","test_p1_get_skills_nonexistent_resume","tests.api","Sat May 23 22:12:01 UTC 2026","passed","Sat May 23 22:12:01 UTC 2026","TestResumeP1","test_resumes","",""
"P0: List pending goal status requests (mentor-only → may 403).","298","test_list_pending_goal_status_requests","tests.api","Sat May 23 22:02:02 UTC 2026","passed","Sat May 23 22:02:02 UTC 2026","TestMentorshipSkills","test_mentorship","",""
"","587","test_get_mcq_history","tests.api","Sat May 23 22:11:21 UTC 2026","passed","Sat May 23 22:11:22 UTC 2026","TestQuizAPIs","test_quiz","",""
"POST /auth/users/99999/roles/admin → 404.","287","test_p1_add_role_to_nonexistent_user","tests.api","Sat May 23 21:58:26 UTC 2026","passed","Sat May 23 21:58:26 UTC 2026","TestAuthProtectedP1","test_auth","",""
"","294","test_complete_lesson","tests.api","Sat May 23 22:00:46 UTC 2026","passed","Sat May 23 22:00:46 UTC 2026","TestCoursesEnrollments","test_courses","",""
"P0: Get credit flow report.","297","test_credit_flow_report","tests.api","Sat May 23 22:00:29 UTC 2026","passed","Sat May 23 22:00:30 UTC 2026","TestBillingReports","test_billing","",""
"P1: Bulk invite candidates.","285","test_bulk_invite_candidates","tests.api","Sat May 23 21:59:35 UTC 2026","passed","Sat May 23 21:59:35 UTC 2026","TestAuthCompanyInvites","test_auth","",""
"P1: Get my specific IDP.","305","test_idp_get_my_idp","tests.api","Sat May 23 21:59:44 UTC 2026","passed","Sat May 23 21:59:45 UTC 2026","TestAuthIDPCRUD","test_auth","",""
"","302","test_p1_classroom_nonexistent","tests.api","Sat May 23 22:00:13 UTC 2026","passed","Sat May 23 22:00:13 UTC 2026","TestAuthNewP1","test_auth","",""
"P1: Student final submission.","310","test_final_submit_assessment","tests.api","Sat May 23 21:59:42 UTC 2026","passed","Sat May 23 21:59:43 UTC 2026","TestAuthAssessmentLifecycle","test_auth","",""
"","303","test_p1_submit_review_missing_rating","tests.api","Sat May 23 22:00:50 UTC 2026","passed","Sat May 23 22:00:50 UTC 2026","TestCoursesReviewsP1","test_courses","",""
"","285","test_remove_group_member","tests.api","Sat May 23 22:00:07 UTC 2026","failed","Sat May 23 22:00:08 UTC 2026","TestAuthUniversities","test_auth","",""
"P0: POST /api/v1/admin/activate-user/{user_id}.","290","test_admin_activate_user","tests.api","Sat May 23 22:00:32 UTC 2026","passed","Sat May 23 22:00:33 UTC 2026","TestBillingNewEndpoints","test_billing","",""
"","288","test_post_user_role","tests.api","Sat May 23 22:00:09 UTC 2026","passed","Sat May 23 22:00:09 UTC 2026","TestAuthUserRoles","test_auth","",""
"","304","test_root","tests.api","Sat May 23 22:10:59 UTC 2026","passed","Sat May 23 22:10:59 UTC 2026","TestQuizAPIs","test_quiz","",""
"","287","test_del_university_safe","tests.api","Sat May 23 22:00:05 UTC 2026","passed","Sat May 23 22:00:05 UTC 2026","TestAuthUniversities","test_auth","",""
"P0: GET /api/v1/it-journey/roles/{role_slug} — get role detail.","291","test_get_it_journey_role_detail","tests.api","Sat May 23 22:01:51 UTC 2026","passed","Sat May 23 22:01:51 UTC 2026","TestJobsITJourney","test_jobs_endpoints","",""
"","306","test_get_user_progress","tests.api","Sat May 23 22:01:24 UTC 2026","passed","Sat May 23 22:01:25 UTC 2026","TestAIInterview","test_interview","",""
"P1: POST /me/mentee/goals with empty body → 422.","294","test_p1_add_goal_empty","tests.api","Sat May 23 22:02:01 UTC 2026","passed","Sat May 23 22:02:01 UTC 2026","TestMentorshipSkills","test_mentorship","",""
"","280","test_root","tests.api","Sat May 23 22:11:59 UTC 2026","passed","Sat May 23 22:11:59 UTC 2026","TestResume","test_resumes","",""
"P0: Delete a draft assessment (last test to keep assessment available for others).","291","test_delete_assessment","tests.api","Sat May 23 21:58:58 UTC 2026","passed","Sat May 23 21:58:58 UTC 2026","TestAuthAssessments","test_auth","",""
"P0: Get recommended mentors.","297","test_get_recommended_mentors","tests.api","Sat May 23 22:02:04 UTC 2026","passed","Sat May 23 22:02:04 UTC 2026","TestMentorshipDiscovery","test_mentorship","",""
"P1: POST /me/mentor/availability with empty body → 422 or 403.","296","test_p1_create_availability_empty","tests.api","Sat May 23 22:02:05 UTC 2026","passed","Sat May 23 22:02:05 UTC 2026","TestMentorshipAvailability","test_mentorship","",""
"P1: GET /sessions without token → 401.","370","test_p1_list_sessions_no_auth","tests.api","Sat May 23 22:02:08 UTC 2026","passed","Sat May 23 22:02:08 UTC 2026","TestMentorshipSessions","test_mentorship","",""
"P0: DEL /api/v1/lessons/{id} — delete a lesson.","305","test_delete_lesson_safe","tests.api","Sat May 23 22:01:10 UTC 2026","passed","Sat May 23 22:01:10 UTC 2026","TestCoursesNewEndpoints","test_courses","",""
"P0: Search for mentors.","299","test_mentor_search","tests.api","Sat May 23 22:02:03 UTC 2026","passed","Sat May 23 22:02:03 UTC 2026","TestMentorshipDiscovery","test_mentorship","",""
"P1: POST /v1/tests/schedule with empty body → 422.","297","test_p1_schedule_test_empty","tests.api","Sat May 23 22:02:21 UTC 2026","passed","Sat May 23 22:02:21 UTC 2026","TestMentorshipNewEndpointsP1","test_mentorship","",""
"P0: GET /v1/me/experiences — list my experiences.","292","test_list_experiences","tests.api","Sat May 23 22:02:14 UTC 2026","passed","Sat May 23 22:02:14 UTC 2026","TestMentorshipNewEndpoints","test_mentorship","",""
"","307","test_get_coding_question_pool_item_p0","tests.api","Sat May 23 22:11:10 UTC 2026","passed","Sat May 23 22:11:10 UTC 2026","TestQuizAPIs","test_quiz","",""
"POST /auth/api/company/99999/assign-user/1 → 404 or 409.","286","test_p1_assign_user_to_nonexistent_company","tests.api","Sat May 23 21:58:49 UTC 2026","passed","Sat May 23 21:58:49 UTC 2026","TestAuthUniversityP1","test_auth","",""
"P1: GET /v1/sessions/99999 → 404.","305","test_p1_get_session_nonexistent","tests.api","Sat May 23 22:11:49 UTC 2026","passed","Sat May 23 22:11:50 UTC 2026","TestQuizNewEndpointsP1","test_quiz","",""
"","312","test_create_bookmark","tests.api","Sat May 23 22:01:01 UTC 2026","passed","Sat May 23 22:01:02 UTC 2026","TestCoursesNotes","test_courses","",""
"","303","test_oauth_google_exchange","tests.api","Sat May 23 21:58:19 UTC 2026","passed","Sat May 23 21:58:19 UTC 2026","TestAuthOther","test_auth","",""
"P0: Schedule a published assessment for groups.","283","test_schedule_assessment","tests.api","Sat May 23 21:59:41 UTC 2026","passed","Sat May 23 21:59:42 UTC 2026","TestAuthAssessmentLifecycle","test_auth","",""
"P0: GET /v1/user/{id}/recommendations — user recommendations.","304","test_get_user_recommendations_new","tests.api","Sat May 23 22:01:34 UTC 2026","passed","Sat May 23 22:01:34 UTC 2026","TestInterviewNewEndpoints","test_interview","",""
"","306","test_analyze_frame","tests.api","Sat May 23 22:01:23 UTC 2026","passed","Sat May 23 22:01:23 UTC 2026","TestAIInterview","test_interview","",""
"P1: POST /api/v1/modules/{id}/lessons with empty body → 422.","303","test_p1_create_module_lesson_empty","tests.api","Sat May 23 22:01:19 UTC 2026","passed","Sat May 23 22:01:20 UTC 2026","TestCoursesNewEndpointsP1","test_courses","",""
"PUT /api/assessments/{id}/questions/99999 → 404.","285","test_p1_edit_question_nonexistent","tests.api","Sat May 23 21:59:03 UTC 2026","passed","Sat May 23 21:59:03 UTC 2026","TestAuthAssessmentQuestionsP1","test_auth","",""
"","304","test_p1_get_coding_question_nonexistent","tests.api","Sat May 23 22:11:32 UTC 2026","passed","Sat May 23 22:11:33 UTC 2026","TestQuizP1","test_quiz","",""
"","362","test_get_user_history","tests.api","Sat May 23 22:01:25 UTC 2026","passed","Sat May 23 22:01:25 UTC 2026","TestAIInterview","test_interview","",""
"P0: POST /api/v1/progress/lessons/{id}/complete.","307","test_complete_lesson_progress","tests.api","Sat May 23 22:01:14 UTC 2026","failed","Sat May 23 22:01:15 UTC 2026","TestCoursesNewEndpoints","test_courses","",""
"P0: GET /v1/internal/idp-assessments/sessions/{id} — get IDP assessment session.","304","test_get_internal_idp_assessment_session","tests.api","Sat May 23 22:11:43 UTC 2026","failed","Sat May 23 22:11:44 UTC 2026","TestQuizNewEndpoints","test_quiz","",""
"","303","test_p1_download_report_empty","tests.api","Sat May 23 22:11:28 UTC 2026","passed","Sat May 23 22:11:28 UTC 2026","TestQuizP1","test_quiz","",""
"P0: Update a draft assessment.","289","test_update_assessment","tests.api","Sat May 23 21:58:57 UTC 2026","passed","Sat May 23 21:58:57 UTC 2026","TestAuthAssessments","test_auth","",""
"","316","test_accept_invite","tests.api","Sat May 23 21:59:54 UTC 2026","passed","Sat May 23 21:59:54 UTC 2026","TestAuthCompanyExtended","test_auth","",""
"","303","test_p1_generate_mcq_endpoint_empty","tests.api","Sat May 23 22:11:40 UTC 2026","passed","Sat May 23 22:11:41 UTC 2026","TestQuizP1","test_quiz","",""
"","307","test_get_course_content","tests.api","Sat May 23 22:00:40 UTC 2026","passed","Sat May 23 22:00:40 UTC 2026","TestCoursesCRUD","test_courses","",""
"P1: GET /v1/mentees/99999/goals → 404 or empty.","296","test_p1_get_mentee_goals_nonexistent","tests.api","Sat May 23 22:02:20 UTC 2026","passed","Sat May 23 22:02:21 UTC 2026","TestMentorshipNewEndpointsP1","test_mentorship","",""
"P1: GET /api/v1/tenants/99999/sub-accounts/99999/limit → 404.","291","test_p1_sub_account_limit_nonexistent","tests.api","Sat May 23 22:00:36 UTC 2026","passed","Sat May 23 22:00:36 UTC 2026","TestBillingNewEndpointsP1","test_billing","",""
"P1: GET /api/shortlist/1 without token → 401/403.","337","test_p1_get_shortlist_no_auth","tests.api","Sat May 23 21:59:12 UTC 2026","passed","Sat May 23 21:59:12 UTC 2026","TestAuthShortlistGetP1","test_auth","",""
"P1: Accept a company invite.","307","test_accept_company_invite","tests.api","Sat May 23 21:59:36 UTC 2026","passed","Sat May 23 21:59:36 UTC 2026","TestAuthCompanyInvites","test_auth","",""
"","305","test_list_questions","tests.api","Sat May 23 22:01:05 UTC 2026","passed","Sat May 23 22:01:05 UTC 2026","TestCoursesQuizzes","test_courses","",""
"","303","test_p1_evaluate_writing_empty","tests.api","Sat May 23 22:11:27 UTC 2026","passed","Sat May 23 22:11:27 UTC 2026","TestQuizP1","test_quiz","",""
"POST /auth/universities with empty name → 422.","287","test_p1_create_university_empty_name","tests.api","Sat May 23 21:58:35 UTC 2026","passed","Sat May 23 21:58:35 UTC 2026","TestAuthUniversityP1","test_auth","",""
"","290","test_list_companies","tests.api","Sat May 23 22:01:39 UTC 2026","passed","Sat May 23 22:01:39 UTC 2026","TestJobsReal","test_jobs_endpoints","",""
"P1: POST /me/mentor/skills with empty body → 422.","296","test_p1_add_mentor_skill_empty","tests.api","Sat May 23 22:02:00 UTC 2026","passed","Sat May 23 22:02:00 UTC 2026","TestMentorshipSkills","test_mentorship","",""
"","288","test_update_role","tests.api","Sat May 23 21:58:25 UTC 2026","passed","Sat May 23 21:58:25 UTC 2026","TestAuthProtected","test_auth","",""
"POST /auth/api/company/profile duplicate name → 409.","618","test_p1_create_company_duplicate","tests.api","Sat May 23 21:58:45 UTC 2026","passed","Sat May 23 21:58:46 UTC 2026","TestAuthUniversityP1","test_auth","",""
"P0: POST /v1/mentors/{id}/subscribe — subscribe to a mentor.","297","test_subscribe_to_mentor","tests.api","Sat May 23 22:02:15 UTC 2026","passed","Sat May 23 22:02:15 UTC 2026","TestMentorshipNewEndpoints","test_mentorship","",""
"P0: GET /v1/mentors/{id}/subscription — get subscription status.","296","test_get_mentor_subscription","tests.api","Sat May 23 22:02:15 UTC 2026","passed","Sat May 23 22:02:15 UTC 2026","TestMentorshipNewEndpoints","test_mentorship","",""
"P1: POST /admin/manual-adjustment with empty → 422.","293","test_p1_manual_adjustment_empty","tests.api","Sat May 23 22:00:29 UTC 2026","passed","Sat May 23 22:00:29 UTC 2026","TestBillingAdmin","test_billing","",""
"P1: POST /api/v1/course-reviews/99999/flags → 404.","306","test_p1_flag_review_nonexistent","tests.api","Sat May 23 22:01:17 UTC 2026","passed","Sat May 23 22:01:17 UTC 2026","TestCoursesNewEndpointsP1","test_courses","",""
"P1: GET /sessions/99999/contact → 404.","294","test_p1_get_session_contact_nonexistent","tests.api","Sat May 23 22:02:10 UTC 2026","passed","Sat May 23 22:02:10 UTC 2026","TestMentorshipSessions","test_mentorship","",""
"P0: List all available skills.","296","test_list_skills","tests.api","Sat May 23 22:01:58 UTC 2026","passed","Sat May 23 22:01:58 UTC 2026","TestMentorshipSkills","test_mentorship","",""
"","305","test_update_user_profile","tests.api","Sat May 23 22:01:24 UTC 2026","passed","Sat May 23 22:01:24 UTC 2026","TestAIInterview","test_interview","",""
"POST /auth/api/shortlist without token → 401/403.","354","test_p1_shortlist_no_auth","tests.api","Sat May 23 21:58:42 UTC 2026","passed","Sat May 23 21:58:42 UTC 2026","TestAuthUniversityP1","test_auth","",""
"P0: Get wallet balance.","354","test_get_balance","tests.api","Sat May 23 22:00:19 UTC 2026","passed","Sat May 23 22:00:19 UTC 2026","TestBillingWallet","test_billing","",""
"","293","test_admin_stats","tests.api","Sat May 23 22:00:56 UTC 2026","passed","Sat May 23 22:00:56 UTC 2026","TestCoursesAdmin","test_courses","",""
"P1: List pending add-user requests.","283","test_list_add_user_requests","tests.api","Sat May 23 21:59:32 UTC 2026","skipped","Sat May 23 21:59:32 UTC 2026","TestAuthAddUserRequests","test_auth","",""
"P1: POST /me/background-check without token → 401.","337","test_p1_trigger_background_check_no_auth","tests.api","Sat May 23 22:02:12 UTC 2026","passed","Sat May 23 22:02:13 UTC 2026","TestMentorshipOnboarding","test_mentorship","",""
"","437","test_get_python_questions","tests.api","Sat May 23 22:11:13 UTC 2026","passed","Sat May 23 22:11:14 UTC 2026","TestQuizAPIs","test_quiz","",""
"POST /auth/register with empty body → 422.","1129","test_p1_register_empty_payload","tests.api","Sat May 23 21:58:11 UTC 2026","passed","Sat May 23 21:58:13 UTC 2026","TestAuthPublicP1","test_auth","",""
"P0: POST /api/v1/subscriptions/{user_id}/grant.","289","test_grant_subscription","tests.api","Sat May 23 22:00:33 UTC 2026","passed","Sat May 23 22:00:33 UTC 2026","TestBillingNewEndpoints","test_billing","",""
"","305","test_idp_delete","tests.api","Sat May 23 22:00:04 UTC 2026","passed","Sat May 23 22:00:04 UTC 2026","TestAuthIDPAssessments","test_auth","",""
"P0: Generate roadmap from gap analysis output.","5334","test_idp_generate_roadmap_from_gap","tests.api","Sat May 23 21:59:22 UTC 2026","passed","Sat May 23 21:59:28 UTC 2026","TestAuthIDP","test_auth","",""
"","304","test_p1_delete_note_nonexistent","tests.api","Sat May 23 22:01:03 UTC 2026","passed","Sat May 23 22:01:03 UTC 2026","TestCoursesNotesP1","test_courses","",""
"P0: Admin can delete a university (or 404 if not found).","287","test_delete_university","tests.api","Sat May 23 21:59:08 UTC 2026","passed","Sat May 23 21:59:08 UTC 2026","TestAuthUniversityCRUD","test_auth","",""
"P1: GET /v1/internal/idp-assessments/sessions/99999 → 404.","307","test_p1_get_idp_session_nonexistent","tests.api","Sat May 23 22:11:46 UTC 2026","failed","Sat May 23 22:11:46 UTC 2026","TestQuizNewEndpointsP1","test_quiz","",""
"","284","test_generate_pdf","tests.api","Sat May 23 21:59:48 UTC 2026","passed","Sat May 23 21:59:48 UTC 2026","TestAuthAssessmentsCRUD","test_auth","",""
"","308","test_delete_coding_question_pool_item_p0","tests.api","Sat May 23 22:11:11 UTC 2026","passed","Sat May 23 22:11:11 UTC 2026","TestQuizAPIs","test_quiz","",""
"","310","test_start","tests.api","Sat May 23 21:59:50 UTC 2026","passed","Sat May 23 21:59:50 UTC 2026","TestAuthAssessmentsCRUD","test_auth","",""
"","303","test_create_assessment","tests.api","Sat May 23 22:11:07 UTC 2026","passed","Sat May 23 22:11:07 UTC 2026","TestQuizAPIs","test_quiz","",""
"","286","test_check_duplicate","tests.api","Sat May 23 21:59:57 UTC 2026","passed","Sat May 23 21:59:57 UTC 2026","TestAuthJDNewMethods","test_auth","",""
"P1: Reject a company invite.","304","test_reject_company_invite","tests.api","Sat May 23 21:59:36 UTC 2026","passed","Sat May 23 21:59:37 UTC 2026","TestAuthCompanyInvites","test_auth","",""
"P1: GET /v1/sessions/me/skill-scores without token → 401/403.","1120","test_p1_get_session_skill_scores_no_auth","tests.api","Sat May 23 22:11:47 UTC 2026","passed","Sat May 23 22:11:48 UTC 2026","TestQuizNewEndpointsP1","test_quiz","",""
"","1224","test_register_user","tests.api","Sat May 23 21:58:09 UTC 2026","passed","Sat May 23 21:58:10 UTC 2026","TestAuthPublic","test_auth","",""
"P0: Publish an assessment.","287","test_publish_assessment","tests.api","Sat May 23 21:59:41 UTC 2026","failed","Sat May 23 21:59:41 UTC 2026","TestAuthAssessmentLifecycle","test_auth","",""
"","286","test_process_add_user_request","tests.api","Sat May 23 21:59:55 UTC 2026","passed","Sat May 23 21:59:55 UTC 2026","TestAuthCompanyExtended","test_auth","",""
"","306","test_list_courses","tests.api","Sat May 23 22:00:39 UTC 2026","passed","Sat May 23 22:00:39 UTC 2026","TestCoursesCRUD","test_courses","",""
"P1: All IDP endpoints without token → 401/403.","1222","test_p1_idp_no_auth","tests.api","Sat May 23 21:59:29 UTC 2026","passed","Sat May 23 21:59:31 UTC 2026","TestAuthIDPP1","test_auth","",""
"","308","test_p1_create_session_empty","tests.api","Sat May 23 22:11:41 UTC 2026","passed","Sat May 23 22:11:41 UTC 2026","TestQuizP1","test_quiz","",""
"P0: POST /api/v1/course-reviews/{id}/votes — vote on a review.","305","test_post_review_votes","tests.api","Sat May 23 22:01:11 UTC 2026","passed","Sat May 23 22:01:11 UTC 2026","TestCoursesNewEndpoints","test_courses","",""
"P1: POST /pricing/entries with empty body → 422.","292","test_p1_create_pricing_entry_empty","tests.api","Sat May 23 22:00:23 UTC 2026","passed","Sat May 23 22:00:23 UTC 2026","TestBillingPricing","test_billing","",""
"","304","test_p1_delete_assessment_nonexistent","tests.api","Sat May 23 22:11:31 UTC 2026","passed","Sat May 23 22:11:31 UTC 2026","TestQuizP1","test_quiz","",""
"POST /courses without required title → 422.","303","test_p1_create_course_missing_title","tests.api","Sat May 23 22:00:40 UTC 2026","passed","Sat May 23 22:00:41 UTC 2026","TestCoursesCRUDP1","test_courses","",""
"","307","test_get_module_quiz","tests.api","Sat May 23 22:01:06 UTC 2026","passed","Sat May 23 22:01:06 UTC 2026","TestCoursesQuizzes","test_courses","",""
"DELETE /auth/universities/{id}/groups/99999 → 404.","285","test_p1_delete_nonexistent_group","tests.api","Sat May 23 21:58:38 UTC 2026","passed","Sat May 23 21:58:38 UTC 2026","TestAuthUniversityP1","test_auth","",""
"P1: GET /v1/interview/analysis/FAKE → 404.","304","test_p1_analysis_nonexistent_session","tests.api","Sat May 23 22:01:36 UTC 2026","passed","Sat May 23 22:01:36 UTC 2026","TestInterviewNewEndpointsP1","test_interview","",""
"GET /v1/interview/analysis/FAKE → 404.","305","test_p1_get_analysis_invalid_session","tests.api","Sat May 23 22:01:29 UTC 2026","passed","Sat May 23 22:01:30 UTC 2026","TestAIInterviewP1","test_interview","",""
"","564","test_linkedin","tests.api","Sat May 23 21:58:20 UTC 2026","passed","Sat May 23 21:58:21 UTC 2026","TestAuthOther","test_auth","",""
"","298","test_submit_course_review","tests.api","Sat May 23 22:00:48 UTC 2026","passed","Sat May 23 22:00:48 UTC 2026","TestCoursesReviews","test_courses","",""
"P0: POST /v1/analyze/session/final-score — compute final score.","304","test_analyze_session_final_score","tests.api","Sat May 23 22:01:30 UTC 2026","passed","Sat May 23 22:01:30 UTC 2026","TestInterviewNewEndpoints","test_interview","",""
"","311","test_p1_get_all_evaluation_by_admin_unauthorized","tests.api","Sat May 23 22:11:29 UTC 2026","passed","Sat May 23 22:11:30 UTC 2026","TestQuizP1","test_quiz","",""
"","312","test_list_course_reviews","tests.api","Sat May 23 22:00:48 UTC 2026","passed","Sat May 23 22:00:49 UTC 2026","TestCoursesReviews","test_courses","",""
"P0: Get current user's mentorship profile.","295","test_get_me","tests.api","Sat May 23 22:01:56 UTC 2026","passed","Sat May 23 22:01:56 UTC 2026","TestMentorshipProfile","test_mentorship","",""
"P0: Get background check status.","295","test_get_background_check","tests.api","Sat May 23 22:02:12 UTC 2026","passed","Sat May 23 22:02:12 UTC 2026","TestMentorshipOnboarding","test_mentorship","",""
"","287","test_assign_admin","tests.api","Sat May 23 22:00:05 UTC 2026","failed","Sat May 23 22:00:06 UTC 2026","TestAuthUniversities","test_auth","",""
"","340","test_p1_recommend_no_auth","tests.api","Sat May 23 22:00:59 UTC 2026","passed","Sat May 23 22:01:00 UTC 2026","TestCoursesSearchP1","test_courses","",""
"","286","test_list_university_groups","tests.api","Sat May 23 21:58:30 UTC 2026","failed","Sat May 23 21:58:31 UTC 2026","TestAuthUniversity","test_auth","",""
"","290","test_shortlist_enhanced","tests.api","Sat May 23 21:59:58 UTC 2026","passed","Sat May 23 21:59:58 UTC 2026","TestAuthJDNewMethods","test_auth","",""
"","284","test_students_results","tests.api","Sat May 23 21:59:51 UTC 2026","passed","Sat May 23 21:59:51 UTC 2026","TestAuthAssessmentsCRUD","test_auth","",""
"P0: GET /health.","282","test_health_new","tests.api","Sat May 23 22:12:13 UTC 2026","passed","Sat May 23 22:12:14 UTC 2026","TestResumeNewEndpoints","test_resumes","",""
"P1: Without token → 401.","352","test_p1_generate_pdf_no_auth","tests.api","Sat May 23 21:59:14 UTC 2026","passed","Sat May 23 21:59:14 UTC 2026","TestAuthGeneratePdfResultP1","test_auth","",""
"GET /auth/api/interview/rounds/{id} without token → 401/403.","349","test_p1_get_interviews_no_auth","tests.api","Sat May 23 21:58:44 UTC 2026","passed","Sat May 23 21:58:44 UTC 2026","TestAuthUniversityP1","test_auth","",""
"P1: POST /api/v1/it-journey/session with empty body → 422.","292","test_p1_create_session_empty","tests.api","Sat May 23 22:01:53 UTC 2026","passed","Sat May 23 22:01:53 UTC 2026","TestJobsITJourneyP1","test_jobs_endpoints","",""
"P0: POST /v1/tests/schedule — schedule a test.","295","test_schedule_test","tests.api","Sat May 23 22:02:17 UTC 2026","passed","Sat May 23 22:02:17 UTC 2026","TestMentorshipNewEndpoints","test_mentorship","",""
"","122903","test_generate_skill_based_recommendations","tests.api","Sat May 23 22:08:41 UTC 2026","failed","Sat May 23 22:10:44 UTC 2026","TestQuizAPIs","test_quiz","",""
"P0: GET /v1/analyze/session/{id}/metrics — session metrics.","309","test_get_analyze_session_metrics","tests.api","Sat May 23 22:01:32 UTC 2026","passed","Sat May 23 22:01:33 UTC 2026","TestInterviewNewEndpoints","test_interview","",""
"P0: Add a skill to my mentor profile.","299","test_add_mentor_skill","tests.api","Sat May 23 22:02:00 UTC 2026","passed","Sat May 23 22:02:00 UTC 2026","TestMentorshipSkills","test_mentorship","",""
"","307","test_practice_questions","tests.api","Sat May 23 22:01:06 UTC 2026","passed","Sat May 23 22:01:06 UTC 2026","TestCoursesQuizzes","test_courses","",""
"POST /auth/universities/my/pending-invites/reject for id 99999 → 404.","307","test_p1_reject_nonexistent_invite","tests.api","Sat May 23 21:58:37 UTC 2026","passed","Sat May 23 21:58:37 UTC 2026","TestAuthUniversityP1","test_auth","",""
"P0: GET /v1/user/{id}/progress — user progress.","306","test_get_user_progress_new","tests.api","Sat May 23 22:01:33 UTC 2026","passed","Sat May 23 22:01:34 UTC 2026","TestInterviewNewEndpoints","test_interview","",""
"","337","test_p1_admin_review_queue_no_auth","tests.api","Sat May 23 22:00:56 UTC 2026","passed","Sat May 23 22:00:57 UTC 2026","TestCoursesAdminP1","test_courses","",""
"","291","test_shortlist_candidates_for_a_jd","tests.api","Sat May 23 21:58:34 UTC 2026","passed","Sat May 23 21:58:34 UTC 2026","TestAuthUniversity","test_auth","",""
"P1: POST /jobs with empty body → 422.","291","test_p1_create_job_empty","tests.api","Sat May 23 22:01:46 UTC 2026","passed","Sat May 23 22:01:46 UTC 2026","TestJobsP1","test_jobs_endpoints","",""
"P1: POST /sessions without token → 401.","354","test_p1_book_session_no_auth","tests.api","Sat May 23 22:02:09 UTC 2026","passed","Sat May 23 22:02:09 UTC 2026","TestMentorshipSessions","test_mentorship","",""
"P0: Assign admin to a university.","290","test_assign_university_admin","tests.api","Sat May 23 21:58:51 UTC 2026","passed","Sat May 23 21:58:51 UTC 2026","TestAuthAssignUniAdmin","test_auth","",""
"","123217","test_generate_challenge","tests.api","Sat May 23 22:02:24 UTC 2026","failed","Sat May 23 22:04:27 UTC 2026","TestQuizAPIs","test_quiz","",""
"","306","test_content_dropoff_rates","tests.api","Sat May 23 22:00:53 UTC 2026","passed","Sat May 23 22:00:54 UTC 2026","TestCoursesAnalytics","test_courses","",""
"","316","test_evaluate_mcq_answers","tests.api","Sat May 23 22:11:21 UTC 2026","passed","Sat May 23 22:11:21 UTC 2026","TestQuizAPIs","test_quiz","",""
"POST /v1/analyze/frame with empty frame_data → 422 or error.","305","test_p1_analyze_frame_empty_data","tests.api","Sat May 23 22:01:30 UTC 2026","passed","Sat May 23 22:01:30 UTC 2026","TestAIInterviewP1","test_interview","",""
"","351","test_health","tests.api","Sat May 23 21:58:22 UTC 2026","passed","Sat May 23 21:58:23 UTC 2026","TestAuthOther","test_auth","",""
"P1: POST /api/v1/risk/accounts/99999/freeze → 404.","291","test_p1_freeze_nonexistent_user","tests.api","Sat May 23 22:00:35 UTC 2026","passed","Sat May 23 22:00:35 UTC 2026","TestBillingNewEndpointsP1","test_billing","",""
"","287","test_delete_university_group","tests.api","Sat May 23 21:58:32 UTC 2026","failed","Sat May 23 21:58:32 UTC 2026","TestAuthUniversity","test_auth","",""
"","320","test_p1_generate_aptitude_empty","tests.api","Sat May 23 22:11:25 UTC 2026","passed","Sat May 23 22:11:25 UTC 2026","TestQuizP1","test_quiz","",""
"","305","test_analysis_health","tests.api","Sat May 23 22:01:22 UTC 2026","passed","Sat May 23 22:01:23 UTC 2026","TestAIInterview","test_interview","",""
"P0: POST /api/v1/it-journey/session — create an IT journey session.","291","test_create_it_journey_session","tests.api","Sat May 23 22:01:50 UTC 2026","passed","Sat May 23 22:01:50 UTC 2026","TestJobsITJourney","test_jobs_endpoints","",""
