"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"P0: Root endpoint returns 200.","342","test_root","tests.api","Sat May 23 22:00:18 UTC 2026","passed","Sat May 23 22:00:18 UTC 2026","TestBillingHealth","test_billing","",""
"P1: GET /resumes without token → 401/403.","349","test_p1_list_resumes_no_auth","tests.api","Sat May 23 22:12:00 UTC 2026","passed","Sat May 23 22:12:00 UTC 2026","TestResumeP1","test_resumes","",""
"","284","test_del_user_safe","tests.api","Sat May 23 22:00:08 UTC 2026","failed","Sat May 23 22:00:08 UTC 2026","TestAuthUserRoles","test_auth","",""
"","306","test_bookmark_count","tests.api","Sat May 23 22:01:02 UTC 2026","passed","Sat May 23 22:01:02 UTC 2026","TestCoursesNotes","test_courses","",""
"P1: Invite candidate by resume ID.","288","test_invite_candidate_by_resume","tests.api","Sat May 23 21:59:35 UTC 2026","failed","Sat May 23 21:59:36 UTC 2026","TestAuthCompanyInvites","test_auth","",""
"","287","test_delete_group_safe","tests.api","Sat May 23 21:59:52 UTC 2026","passed","Sat May 23 21:59:52 UTC 2026","TestAuthCompanyGroupsCRUD","test_auth","",""
"","315","test_evaluate_writing","tests.api","Sat May 23 22:08:37 UTC 2026","passed","Sat May 23 22:08:37 UTC 2026","TestQuizAPIs","test_quiz","",""
"P0: Create a draft assessment for question tests.","291","test_setup_create_assessment","tests.api","Sat May 23 21:59:01 UTC 2026","passed","Sat May 23 21:59:01 UTC 2026","TestAuthAssessmentQuestions","test_auth","",""
"","287","test_del_question","tests.api","Sat May 23 21:59:49 UTC 2026","passed","Sat May 23 21:59:49 UTC 2026","TestAuthAssessmentsCRUD","test_auth","",""
"P0: Generate PDF result for an assessment.","287","test_generate_pdf_result","tests.api","Sat May 23 21:59:13 UTC 2026","passed","Sat May 23 21:59:13 UTC 2026","TestAuthGeneratePdfResult","test_auth","",""
"","310","test_update_course","tests.api","Sat May 23 22:00:39 UTC 2026","passed","Sat May 23 22:00:40 UTC 2026","TestCoursesCRUD","test_courses","",""
"","287","test_track_candidate_pipeline_progress","tests.api","Sat May 23 21:58:44 UTC 2026","passed","Sat May 23 21:58:44 UTC 2026","TestAuthUniversityP1","test_auth","",""
"","308","test_create_quiz","tests.api","Sat May 23 22:01:05 UTC 2026","passed","Sat May 23 22:01:06 UTC 2026","TestCoursesQuizzes","test_courses","",""
"P1: GET /wallet/transactions without token → 401/403.","350","test_p1_list_transactions_no_auth","tests.api","Sat May 23 22:00:20 UTC 2026","passed","Sat May 23 22:00:20 UTC 2026","TestBillingWallet","test_billing","",""
"POST /auth/universities/{id}/groups with empty name – API currently accepts it.","285","test_p1_create_group_empty_name","tests.api","Sat May 23 21:58:37 UTC 2026","passed","Sat May 23 21:58:38 UTC 2026","TestAuthUniversityP1","test_auth","",""
"","307","test_p1_get_progress_nonexistent","tests.api","Sat May 23 22:00:48 UTC 2026","passed","Sat May 23 22:00:48 UTC 2026","TestCoursesEnrollmentsP1","test_courses","",""
"","346","test_p1_get_content_no_auth","tests.api","Sat May 23 22:00:42 UTC 2026","passed","Sat May 23 22:00:42 UTC 2026","TestCoursesCRUDP1","test_courses","",""
"P1: GET /api/v1/tenants/99999/wallet/balance → 404.","292","test_p1_tenant_balance_nonexistent","tests.api","Sat May 23 22:00:35 UTC 2026","passed","Sat May 23 22:00:35 UTC 2026","TestBillingNewEndpointsP1","test_billing","",""
"P1: GET without token → 401/403.","349","test_p1_get_idp_session_no_auth","tests.api","Sat May 23 22:11:46 UTC 2026","passed","Sat May 23 22:11:46 UTC 2026","TestQuizNewEndpointsP1","test_quiz","",""
"","289","test_delete_role","tests.api","Sat May 23 21:58:25 UTC 2026","passed","Sat May 23 21:58:26 UTC 2026","TestAuthProtected","test_auth","",""
"P1: POST /subscriptions/99999/resume → 404.","296","test_p1_resume_nonexistent","tests.api","Sat May 23 22:00:25 UTC 2026","passed","Sat May 23 22:00:25 UTC 2026","TestBillingSubscriptions","test_billing","",""
"P1: POST /api/v1/payments/razorpay/order with empty body → 422.","291","test_p1_razorpay_order_empty","tests.api","Sat May 23 22:00:34 UTC 2026","failed","Sat May 23 22:00:34 UTC 2026","TestBillingNewEndpointsP1","test_billing","",""
"P0: Get my mentor skills.","299","test_my_mentor_skills","tests.api","Sat May 23 22:01:59 UTC 2026","passed","Sat May 23 22:02:00 UTC 2026","TestMentorshipSkills","test_mentorship","",""
"P0: GET /api/v1/it-journey/constraints/{session_id}.","292","test_get_it_journey_constraints","tests.api","Sat May 23 22:01:51 UTC 2026","passed","Sat May 23 22:01:52 UTC 2026","TestJobsITJourney","test_jobs_endpoints","",""
"P0: GET /v1/mentors/{id}/reviews — mentor reviews.","298","test_get_mentor_reviews","tests.api","Sat May 23 22:02:16 UTC 2026","passed","Sat May 23 22:02:16 UTC 2026","TestMentorshipNewEndpoints","test_mentorship","",""
"","286","test_list_group_members","tests.api","Sat May 23 22:00:07 UTC 2026","failed","Sat May 23 22:00:07 UTC 2026","TestAuthUniversities","test_auth","",""
"","286","test_p1_get_assessment_nonexistent","tests.api","Sat May 23 22:00:09 UTC 2026","passed","Sat May 23 22:00:10 UTC 2026","TestAuthNewP1","test_auth","",""
"P0: GET /v1/sessions/{id}/idp — session IDP.","294","test_get_session_idp","tests.api","Sat May 23 22:02:17 UTC 2026","passed","Sat May 23 22:02:18 UTC 2026","TestMentorshipNewEndpoints","test_mentorship","",""
"","352","test_p1_list_courses_no_auth","tests.api","Sat May 23 22:00:42 UTC 2026","passed","Sat May 23 22:00:43 UTC 2026","TestCoursesCRUDP1","test_courses","",""
"P1: Create a course request.","309","test_idp_create_course_request","tests.api","Sat May 23 21:59:45 UTC 2026","passed","Sat May 23 21:59:45 UTC 2026","TestAuthIDPCRUD","test_auth","",""
"","283","test_create_classroom","tests.api","Sat May 23 21:59:58 UTC 2026","failed","Sat May 23 21:59:58 UTC 2026","TestAuthClassrooms","test_auth","",""
"POST /auth/universities without token → 401/403.","368","test_p1_create_university_no_auth","tests.api","Sat May 23 21:58:35 UTC 2026","passed","Sat May 23 21:58:35 UTC 2026","TestAuthUniversityP1","test_auth","",""
"P0: GET /v1/me/current-mentor — get current mentor.","295","test_get_my_current_mentor","tests.api","Sat May 23 22:02:13 UTC 2026","passed","Sat May 23 22:02:14 UTC 2026","TestMentorshipNewEndpoints","test_mentorship","",""
"P0: GET /api/v1/tenants/{tenant_id}/wallet/balance.","294","test_get_tenant_wallet_balance","tests.api","Sat May 23 22:00:33 UTC 2026","passed","Sat May 23 22:00:33 UTC 2026","TestBillingNewEndpoints","test_billing","",""
"","303","test_p1_get_user_evaluation_by_id_admin_unauthorized","tests.api","Sat May 23 22:11:30 UTC 2026","passed","Sat May 23 22:11:30 UTC 2026","TestQuizP1","test_quiz","",""
"P1: GET /companies/nonexistent → 404.","292","test_p1_get_company_nonexistent","tests.api","Sat May 23 22:01:47 UTC 2026","passed","Sat May 23 22:01:48 UTC 2026","TestJobsP1","test_jobs_endpoints","",""
"","306","test_p1_get_question_nonexistent","tests.api","Sat May 23 22:01:08 UTC 2026","passed","Sat May 23 22:01:08 UTC 2026","TestCoursesQuizzesP1","test_courses","",""
"P1: DELETE /jobs/nonexistent → 404.","297","test_p1_delete_job_nonexistent","tests.api","Sat May 23 22:01:47 UTC 2026","passed","Sat May 23 22:01:47 UTC 2026","TestJobsP1","test_jobs_endpoints","",""
"","290","test_remove_role_from_user","tests.api","Sat May 23 21:58:24 UTC 2026","passed","Sat May 23 21:58:24 UTC 2026","TestAuthProtected","test_auth","",""
"P0: POST /api/v1/payments/webhooks/razorpay — process webhook.","301","test_razorpay_webhook","tests.api","Sat May 23 22:00:31 UTC 2026","failed","Sat May 23 22:00:31 UTC 2026","TestBillingNewEndpoints","test_billing","",""
"P1: GET /mentors/search without token → 401.","351","test_p1_mentor_search_no_auth","tests.api","Sat May 23 22:02:03 UTC 2026","passed","Sat May 23 22:02:03 UTC 2026","TestMentorshipDiscovery","test_mentorship","",""
"","305","test_health","tests.api","Sat May 23 22:01:26 UTC 2026","passed","Sat May 23 22:01:26 UTC 2026","TestAIInterview","test_interview","",""
"","302","test_health","tests.api","Sat May 23 22:10:59 UTC 2026","passed","Sat May 23 22:10:59 UTC 2026","TestQuizAPIs","test_quiz","",""
"P1: POST /listings/search with empty body → 422.","292","test_p1_search_jobs_empty","tests.api","Sat May 23 22:01:49 UTC 2026","passed","Sat May 23 22:01:49 UTC 2026","TestJobsP1","test_jobs_endpoints","",""
"P0: Healthz returns 200.","282","test_healthz","tests.api","Sat May 23 22:00:18 UTC 2026","passed","Sat May 23 22:00:19 UTC 2026","TestBillingHealth","test_billing","",""
"DELETE /auth/roles/99999 → 404.","286","test_p1_delete_nonexistent_role","tests.api","Sat May 23 21:58:28 UTC 2026","passed","Sat May 23 21:58:28 UTC 2026","TestAuthProtectedP1","test_auth","",""
"","347","test_p1_create_module_no_auth","tests.api","Sat May 23 22:00:43 UTC 2026","passed","Sat May 23 22:00:44 UTC 2026","TestCoursesModulesP1","test_courses","",""
"P1: DEL /v1/me/experiences/99999 → 404.","295","test_p1_delete_experience_nonexistent","tests.api","Sat May 23 22:02:19 UTC 2026","passed","Sat May 23 22:02:19 UTC 2026","TestMentorshipNewEndpointsP1","test_mentorship","",""
"","306","test_p1_get_user_evaluation_by_admin_unauthorized","tests.api","Sat May 23 22:11:29 UTC 2026","passed","Sat May 23 22:11:29 UTC 2026","TestQuizP1","test_quiz","",""
"P1: Check if a JD is duplicate.","288","test_check_duplicate_jd","tests.api","Sat May 23 21:59:37 UTC 2026","passed","Sat May 23 21:59:38 UTC 2026","TestAuthJDExtended","test_auth","",""
"","285","test_accept_university_invite","tests.api","Sat May 23 21:58:32 UTC 2026","passed","Sat May 23 21:58:33 UTC 2026","TestAuthUniversity","test_auth","",""
"P1: GET /me/calendar without token → 401.","341","test_p1_get_calendar_no_auth","tests.api","Sat May 23 22:02:07 UTC 2026","passed","Sat May 23 22:02:08 UTC 2026","TestMentorshipAvailability","test_mentorship","",""
"","325","test_google","tests.api","Sat May 23 21:58:19 UTC 2026","passed","Sat May 23 21:58:19 UTC 2026","TestAuthOther","test_auth","",""
"","306","test_resend_verification","tests.api","Sat May 23 21:58:21 UTC 2026","passed","Sat May 23 21:58:21 UTC 2026","TestAuthOther","test_auth","",""
"P1: Request superadmin to add users to your company.","305","test_request_add_users_to_company","tests.api","Sat May 23 21:59:32 UTC 2026","passed","Sat May 23 21:59:32 UTC 2026","TestAuthAddUserRequests","test_auth","",""
"","475","test_suggest_roles","tests.api","Sat May 23 22:01:20 UTC 2026","passed","Sat May 23 22:01:20 UTC 2026","TestAIInterview","test_interview","",""
"P0: GET /v1/user/{id}/history — user history.","307","test_get_user_history_new","tests.api","Sat May 23 22:01:34 UTC 2026","passed","Sat May 23 22:01:34 UTC 2026","TestInterviewNewEndpoints","test_interview","",""
"P1: GET /reports/credit-flow without required dates → 422.","291","test_p1_credit_flow_no_dates","tests.api","Sat May 23 22:00:30 UTC 2026","passed","Sat May 23 22:00:30 UTC 2026","TestBillingReports","test_billing","",""
"P1: POST /resumes/builder/generate with empty → 422.","283","test_p1_generate_resume_empty","tests.api","Sat May 23 22:12:02 UTC 2026","passed","Sat May 23 22:12:02 UTC 2026","TestResumeP1","test_resumes","",""
"POST /api/assessments/ai-create with empty body → 422.","284","test_p1_ai_create_assessment_empty","tests.api","Sat May 23 21:58:59 UTC 2026","passed","Sat May 23 21:58:59 UTC 2026","TestAuthAssessmentsP1","test_auth","",""
"P0: Student starts an assessment attempt.","308","test_start_assessment_attempt","tests.api","Sat May 23 21:59:42 UTC 2026","passed","Sat May 23 21:59:42 UTC 2026","TestAuthAssessmentLifecycle","test_auth","",""
"","301","test_ingest_a_jd_from_a_structured_json","tests.api","Sat May 23 21:58:34 UTC 2026","passed","Sat May 23 21:58:34 UTC 2026","TestAuthUniversity","test_auth","",""
"","302","test_p1_get_evaluation_by_invalid_type","tests.api","Sat May 23 22:11:29 UTC 2026","passed","Sat May 23 22:11:29 UTC 2026","TestQuizP1","test_quiz","",""
"GET /api/assessments without token → 401.","354","test_p1_list_assessments_no_auth","tests.api","Sat May 23 21:58:59 UTC 2026","passed","Sat May 23 21:59:00 UTC 2026","TestAuthAssessmentsP1","test_auth","",""
"","303","test_oauth_linkedin_exchange","tests.api","Sat May 23 21:58:20 UTC 2026","passed","Sat May 23 21:58:20 UTC 2026","TestAuthOther","test_auth","",""
"P1: GET /mentors/recommended without token → 401.","337","test_p1_recommended_no_auth","tests.api","Sat May 23 22:02:04 UTC 2026","passed","Sat May 23 22:02:04 UTC 2026","TestMentorshipDiscovery","test_mentorship","",""
"P1: DEL /api/v1/resumes/99999 → 404.","285","test_p1_delete_nonexistent","tests.api","Sat May 23 22:12:16 UTC 2026","passed","Sat May 23 22:12:17 UTC 2026","TestResumeNewEndpointsP1","test_resumes","",""
"","2808","test_evaluate_company_answer","tests.api","Sat May 23 22:10:56 UTC 2026","failed","Sat May 23 22:10:59 UTC 2026","TestQuizAPIs","test_quiz","",""
"P1: GET /subscriptions/me without token → 401/403.","348","test_p1_get_subscription_no_auth","tests.api","Sat May 23 22:00:24 UTC 2026","passed","Sat May 23 22:00:24 UTC 2026","TestBillingSubscriptions","test_billing","",""
"P0: GET /api/v1/courses/{id}/reviews — course reviews.","310","test_get_course_reviews_new","tests.api","Sat May 23 22:01:11 UTC 2026","passed","Sat May 23 22:01:12 UTC 2026","TestCoursesNewEndpoints","test_courses","",""
"P0: List all assessments.","288","test_list_assessments","tests.api","Sat May 23 21:58:57 UTC 2026","passed","Sat May 23 21:58:57 UTC 2026","TestAuthAssessments","test_auth","",""
"","308","test_create_note","tests.api","Sat May 23 22:01:00 UTC 2026","passed","Sat May 23 22:01:00 UTC 2026","TestCoursesNotes","test_courses","",""
"POST /auth/universities/my/pending-invites/accept for id 99999 → 404.","307","test_p1_accept_nonexistent_invite","tests.api","Sat May 23 21:58:36 UTC 2026","passed","Sat May 23 21:58:37 UTC 2026","TestAuthUniversityP1","test_auth","",""
"POST without token → 401.","339","test_p1_promote_admin_no_auth","tests.api","Sat May 23 21:59:31 UTC 2026","passed","Sat May 23 21:59:31 UTC 2026","TestAuthCompanyAdmin","test_auth","",""
"","302","test_reject_university_invite","tests.api","Sat May 23 21:58:33 UTC 2026","passed","Sat May 23 21:58:33 UTC 2026","TestAuthUniversity","test_auth","",""
"DELETE /users/99999 → 404.","285","test_p1_delete_user_nonexistent","tests.api","Sat May 23 21:58:51 UTC 2026","passed","Sat May 23 21:58:51 UTC 2026","TestAuthDeleteUserP1","test_auth","",""
"","306","test_submit","tests.api","Sat May 23 21:59:50 UTC 2026","passed","Sat May 23 21:59:51 UTC 2026","TestAuthAssessmentsCRUD","test_auth","",""
"","305","test_engagement_metrics","tests.api","Sat May 23 22:00:53 UTC 2026","passed","Sat May 23 22:00:53 UTC 2026","TestCoursesAnalytics","test_courses","",""
"P1: POST /sessions/99999/review → 404.","296","test_p1_create_review_nonexistent","tests.api","Sat May 23 22:02:09 UTC 2026","passed","Sat May 23 22:02:10 UTC 2026","TestMentorshipSessions","test_mentorship","",""
"P0: Suggest roles based on skills.","1177","test_idp_suggest_roles","tests.api","Sat May 23 21:59:14 UTC 2026","passed","Sat May 23 21:59:15 UTC 2026","TestAuthIDP","test_auth","",""
"","304","test_list_resumes","tests.api","Sat May 23 22:11:50 UTC 2026","passed","Sat May 23 22:11:51 UTC 2026","TestResume","test_resumes","",""
"","309","test_list_coding_questions_pool","tests.api","Sat May 23 22:11:10 UTC 2026","passed","Sat May 23 22:11:10 UTC 2026","TestQuizAPIs","test_quiz","",""
"P0: POST /api/v1/resumes/builder/enhance-section.","2045","test_builder_enhance_section","tests.api","Sat May 23 22:12:08 UTC 2026","failed","Sat May 23 22:12:10 UTC 2026","TestResumeNewEndpoints","test_resumes","",""
"POST without token → 401.","350","test_p1_bulk_invite_no_auth","tests.api","Sat May 23 21:59:37 UTC 2026","passed","Sat May 23 21:59:37 UTC 2026","TestAuthCompanyInvites","test_auth","",""
"P1: POST /api/v1/course-reviews/99999/votes → 404.","305","test_p1_vote_review_nonexistent","tests.api","Sat May 23 22:01:17 UTC 2026","passed","Sat May 23 22:01:17 UTC 2026","TestCoursesNewEndpointsP1","test_courses","",""
"","286","test_trigger_re_analysis","tests.api","Sat May 23 22:11:53 UTC 2026","passed","Sat May 23 22:11:54 UTC 2026","TestResume","test_resumes","",""
"P1: POST /subscriptions/99999/pause → 404.","297","test_p1_pause_nonexistent","tests.api","Sat May 23 22:00:24 UTC 2026","passed","Sat May 23 22:00:25 UTC 2026","TestBillingSubscriptions","test_billing","",""
"P1: GET /api/v1/it-journey/explain/FAKE/backend-developer → 404.","292","test_p1_get_explain_nonexistent_session","tests.api","Sat May 23 22:01:54 UTC 2026","passed","Sat May 23 22:01:54 UTC 2026","TestJobsITJourneyP1","test_jobs_endpoints","",""
"P0: GET /v1/mentors/{id}/ratings — mentor ratings.","296","test_get_mentor_ratings_new","tests.api","Sat May 23 22:02:16 UTC 2026","passed","Sat May 23 22:02:16 UTC 2026","TestMentorshipNewEndpoints","test_mentorship","",""
"P0: Run matching for a stored JD and persist results.","294","test_run_matching_for_existing_jd","tests.api","Sat May 23 21:59:10 UTC 2026","passed","Sat May 23 21:59:10 UTC 2026","TestAuthStoredMatchResults","test_auth","",""
"P1: GET without token → 401/403.","347","test_p1_get_skill_scores_no_auth","tests.api","Sat May 23 22:11:47 UTC 2026","passed","Sat May 23 22:11:47 UTC 2026","TestQuizNewEndpointsP1","test_quiz","",""
"P0: GET /v1/evaluations/by-type/{type} — get evaluations filtered by type.","309","test_get_evaluations_by_type","tests.api","Sat May 23 22:11:44 UTC 2026","passed","Sat May 23 22:11:44 UTC 2026","TestQuizNewEndpoints","test_quiz","",""
"Login with correct email but wrong password → 401.","554","test_p1_login_wrong_password","tests.api","Sat May 23 21:58:14 UTC 2026","passed","Sat May 23 21:58:15 UTC 2026","TestAuthPublicP1","test_auth","",""
"","349","test_p1_del_user_no_auth","tests.api","Sat May 23 22:00:17 UTC 2026","passed","Sat May 23 22:00:17 UTC 2026","TestAuthNewP1","test_auth","",""
"P0: GET /v1/evaluations/admin/{id} — admin gets single evaluation.","308","test_get_evaluation_admin_by_id","tests.api","Sat May 23 22:11:45 UTC 2026","passed","Sat May 23 22:11:45 UTC 2026","TestQuizNewEndpoints","test_quiz","",""
"DELETE /auth/users/99999/roles/admin → 404.","286","test_p1_remove_role_from_nonexistent_user","tests.api","Sat May 23 21:58:26 UTC 2026","passed","Sat May 23 21:58:26 UTC 2026","TestAuthProtectedP1","test_auth","",""
"GET /v1/interview/me/sessions/FAKE/history → 404.","304","test_p1_get_conversation_history_invalid_session","tests.api","Sat May 23 22:01:29 UTC 2026","passed","Sat May 23 22:01:29 UTC 2026","TestAIInterviewP1","test_interview","",""
"P0: Health check returns 200.","281","test_health","tests.api","Sat May 23 22:00:18 UTC 2026","passed","Sat May 23 22:00:18 UTC 2026","TestBillingHealth","test_billing","",""
"","350","test_p1_create_note_no_auth","tests.api","Sat May 23 22:01:02 UTC 2026","passed","Sat May 23 22:01:03 UTC 2026","TestCoursesNotesP1","test_courses","",""
"","282","test_health","tests.api","Sat May 23 22:11:59 UTC 2026","passed","Sat May 23 22:11:59 UTC 2026","TestResume","test_resumes","",""
"","310","test_create_coding_question_pool_item_p0","tests.api","Sat May 23 22:11:10 UTC 2026","passed","Sat May 23 22:11:10 UTC 2026","TestQuizAPIs","test_quiz","",""
"","486","test_populate_java_questions","tests.api","Sat May 23 22:11:17 UTC 2026","passed","Sat May 23 22:11:17 UTC 2026","TestQuizAPIs","test_quiz","",""
"P0: GET /api/v1/resumes/admin/{resume_id} — admin gets a specific resume.","297","test_admin_get_resume_by_id","tests.api","Sat May 23 22:12:05 UTC 2026","passed","Sat May 23 22:12:06 UTC 2026","TestResumeNewEndpoints","test_resumes","",""
"","290","test_update_user_roles","tests.api","Sat May 23 21:58:23 UTC 2026","passed","Sat May 23 21:58:24 UTC 2026","TestAuthProtected","test_auth","",""
"DELETE /users/{id} without token → 401.","338","test_p1_delete_user_no_auth","tests.api","Sat May 23 21:58:51 UTC 2026","passed","Sat May 23 21:58:51 UTC 2026","TestAuthDeleteUserP1","test_auth","",""
"P1: POST /admin/bulk-grants with empty → 422.","292","test_p1_bulk_grants_empty","tests.api","Sat May 23 22:00:29 UTC 2026","passed","Sat May 23 22:00:29 UTC 2026","TestBillingAdmin","test_billing","",""
"POST /auth/api/matching/run with empty body → 422.","288","test_p1_match_jd_empty_payload","tests.api","Sat May 23 21:58:40 UTC 2026","passed","Sat May 23 21:58:40 UTC 2026","TestAuthUniversityP1","test_auth","",""
"Login with SQL injection attempt should not return 500.","354","test_p1_login_sql_injection_in_email","tests.api","Sat May 23 21:58:18 UTC 2026","passed","Sat May 23 21:58:18 UTC 2026","TestAuthPublicP1","test_auth","",""
"P1: GET /admin/audit-dashboard without token → 401/403.","348","test_p1_audit_dashboard_no_auth","tests.api","Sat May 23 22:00:26 UTC 2026","passed","Sat May 23 22:00:26 UTC 2026","TestBillingAdmin","test_billing","",""
"P0: Edit a question in a draft assessment.","292","test_edit_question","tests.api","Sat May 23 21:59:02 UTC 2026","passed","Sat May 23 21:59:02 UTC 2026","TestAuthAssessmentQuestions","test_auth","",""
"","351","test_health","tests.api","Sat May 23 22:00:37 UTC 2026","passed","Sat May 23 22:00:37 UTC 2026","TestCoursesHealth","test_courses","",""
"P1: POST /resumes/99999/re-analyze → 404.","287","test_p1_trigger_reanalysis_nonexistent","tests.api","Sat May 23 22:12:01 UTC 2026","passed","Sat May 23 22:12:02 UTC 2026","TestResumeP1","test_resumes","",""
"POST /universities/{id}/assign-admin without token → 401.","363","test_p1_assign_admin_no_auth","tests.api","Sat May 23 21:58:52 UTC 2026","passed","Sat May 23 21:58:52 UTC 2026","TestAuthAssignUniAdminP1","test_auth","",""
"","0","test_p1_admin_flag_review_empty","tests.api","Sat May 23 22:00:57 UTC 2026","skipped","Sat May 23 22:00:57 UTC 2026","TestCoursesAdminP1","test_courses","",""
"P0: PATCH /v1/me/avatar — update avatar.","294","test_patch_me_avatar","tests.api","Sat May 23 22:02:13 UTC 2026","passed","Sat May 23 22:02:13 UTC 2026","TestMentorshipNewEndpoints","test_mentorship","",""
"P1: Get students scheduled for interviews for a JD.","289","test_get_jd_interview_scheduled","tests.api","Sat May 23 21:59:38 UTC 2026","passed","Sat May 23 21:59:38 UTC 2026","TestAuthJDExtended","test_auth","",""
"P1: GET /wallet/balance without token → 401/403.","363","test_p1_get_balance_no_auth","tests.api","Sat May 23 22:00:19 UTC 2026","passed","Sat May 23 22:00:20 UTC 2026","TestBillingWallet","test_billing","",""
"","310","test_search_courses","tests.api","Sat May 23 22:00:57 UTC 2026","passed","Sat May 23 22:00:57 UTC 2026","TestCoursesSearch","test_courses","",""
"","286","test_assign_user","tests.api","Sat May 23 21:59:56 UTC 2026","passed","Sat May 23 21:59:56 UTC 2026","TestAuthCompanyExtended","test_auth","",""
"P0: Get my mentee goals.","300","test_my_goals","tests.api","Sat May 23 22:02:00 UTC 2026","passed","Sat May 23 22:02:01 UTC 2026","TestMentorshipSkills","test_mentorship","",""
"P1: POST /resumes/builder/export/pdf with empty → 422.","284","test_p1_export_pdf_empty","tests.api","Sat May 23 22:12:02 UTC 2026","passed","Sat May 23 22:12:02 UTC 2026","TestResumeP1","test_resumes","",""
"","312","test_get_session_admin","tests.api","Sat May 23 22:11:25 UTC 2026","passed","Sat May 23 22:11:25 UTC 2026","TestQuizAPIs","test_quiz","",""
"","285","test_remove_university_group_members","tests.api","Sat May 23 21:58:31 UTC 2026","passed","Sat May 23 21:58:32 UTC 2026","TestAuthUniversity","test_auth","",""
"P0: GET /api/v1/courses/{id}/content — course content.","307","test_get_course_content_new","tests.api","Sat May 23 22:01:11 UTC 2026","passed","Sat May 23 22:01:11 UTC 2026","TestCoursesNewEndpoints","test_courses","",""
"","303","test_p1_get_assessment_nonexistent","tests.api","Sat May 23 22:11:30 UTC 2026","passed","Sat May 23 22:11:31 UTC 2026","TestQuizP1","test_quiz","",""
"Login with non-existent email → 401 or 404.","1118","test_p1_login_nonexistent_email","tests.api","Sat May 23 21:58:15 UTC 2026","passed","Sat May 23 21:58:16 UTC 2026","TestAuthPublicP1","test_auth","",""
"","353","test_p1_user_roles_no_auth","tests.api","Sat May 23 22:00:16 UTC 2026","passed","Sat May 23 22:00:17 UTC 2026","TestAuthNewP1","test_auth","",""
"","309","test_week_finalize","tests.api","Sat May 23 22:00:02 UTC 2026","passed","Sat May 23 22:00:02 UTC 2026","TestAuthIDPAssessments","test_auth","",""
"GET /auth/roles/99999 → 404.","286","test_p1_get_nonexistent_role","tests.api","Sat May 23 21:58:27 UTC 2026","passed","Sat May 23 21:58:27 UTC 2026","TestAuthProtectedP1","test_auth","",""
"GET /api/jd/ without token → 401/403.","343","test_p1_list_jds_no_auth","tests.api","Sat May 23 21:59:39 UTC 2026","passed","Sat May 23 21:59:40 UTC 2026","TestAuthJDExtended","test_auth","",""
"POST /auth/roles with empty name → 422 or 201 (API allows empty).","288","test_p1_create_role_empty_name","tests.api","Sat May 23 21:58:27 UTC 2026","passed","Sat May 23 21:58:27 UTC 2026","TestAuthProtectedP1","test_auth","",""
"P0: List dead usage queue.","1887","test_list_dead_usage_queue","tests.api","Sat May 23 22:00:26 UTC 2026","failed","Sat May 23 22:00:28 UTC 2026","TestBillingAdmin","test_billing","",""
"","303","test_p1_generate_challenge_empty","tests.api","Sat May 23 22:11:26 UTC 2026","passed","Sat May 23 22:11:26 UTC 2026","TestQuizP1","test_quiz","",""
"P1: DEL /api/v1/courses/{id} without token → 401/403.","352","test_p1_delete_course_no_auth","tests.api","Sat May 23 22:01:16 UTC 2026","passed","Sat May 23 22:01:16 UTC 2026","TestCoursesNewEndpointsP1","test_courses","",""
"P0: GET /v1/tests/my/mentor-tests.","293","test_list_my_mentor_tests","tests.api","Sat May 23 22:02:17 UTC 2026","passed","Sat May 23 22:02:17 UTC 2026","TestMentorshipNewEndpoints","test_mentorship","",""
"","286","test_delete_group_safe","tests.api","Sat May 23 22:00:06 UTC 2026","failed","Sat May 23 22:00:07 UTC 2026","TestAuthUniversities","test_auth","",""
"P0: POST /api/v1/payments/razorpay/order — create razorpay order.","291","test_create_razorpay_order","tests.api","Sat May 23 22:00:31 UTC 2026","failed","Sat May 23 22:00:31 UTC 2026","TestBillingNewEndpoints","test_billing","",""
"","368","test_p1_bulk_invite_no_auth","tests.api","Sat May 23 22:00:11 UTC 2026","passed","Sat May 23 22:00:12 UTC 2026","TestAuthNewP1","test_auth","",""
"P1: GET /api/matching/results/1 without token → 401/403.","349","test_p1_get_stored_results_no_auth","tests.api","Sat May 23 21:59:11 UTC 2026","passed","Sat May 23 21:59:11 UTC 2026","TestAuthStoredMatchResultsP1","test_auth","",""
"","926","test_metrics","tests.api","Sat May 23 22:00:38 UTC 2026","passed","Sat May 23 22:00:39 UTC 2026","TestCoursesHealth","test_courses","",""
"P0: POST /api/v1/risk/accounts/{user_id}/unfreeze.","289","test_unfreeze_account","tests.api","Sat May 23 22:00:32 UTC 2026","passed","Sat May 23 22:00:32 UTC 2026","TestBillingNewEndpoints","test_billing","",""
"POST /auth/register without password → 422.","345","test_p1_register_missing_password","tests.api","Sat May 23 21:58:13 UTC 2026","passed","Sat May 23 21:58:13 UTC 2026","TestAuthPublicP1","test_auth","",""
"","307","test_get_assessment_p0","tests.api","Sat May 23 22:11:08 UTC 2026","passed","Sat May 23 22:11:08 UTC 2026","TestQuizAPIs","test_quiz","",""
