"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","239","test_p1_get_evaluation_by_invalid_type","tests.api","Sun May 17 16:16:22 UTC 2026","passed","Sun May 17 16:16:22 UTC 2026","TestQuizP1","test_quiz","",""
"P0: Get my mentee goals.","291","test_my_goals","tests.api","Sun May 17 16:06:13 UTC 2026","passed","Sun May 17 16:06:14 UTC 2026","TestMentorshipSkills","test_mentorship","",""
"P0: DEL /api/v1/bookmarks/{id}.","294","test_delete_bookmark_by_id","tests.api","Sun May 17 16:05:18 UTC 2026","passed","Sun May 17 16:05:18 UTC 2026","TestCoursesNewEndpoints","test_courses","",""
"","246","test_list_bookmarks","tests.api","Sun May 17 16:05:08 UTC 2026","passed","Sun May 17 16:05:09 UTC 2026","TestCoursesNotes","test_courses","",""
"","212","test_p1_run_migration_admin_unauthorized","tests.api","Sun May 17 16:16:49 UTC 2026","passed","Sun May 17 16:16:49 UTC 2026","TestQuizP1","test_quiz","",""
"P0: Save an IDP.","324","test_idp_save","tests.api","Sun May 17 16:03:49 UTC 2026","passed","Sun May 17 16:03:50 UTC 2026","TestAuthIDPCRUD","test_auth","",""
"POST /api/evaluation/evaluate-answer without token → 401.","344","test_p1_evaluate_answer_no_auth","tests.api","Sun May 17 16:03:08 UTC 2026","passed","Sun May 17 16:03:08 UTC 2026","TestAuthEvaluationP1","test_auth","",""
"P1: GET /me without token → 401.","277","test_p1_get_me_no_auth","tests.api","Sun May 17 16:06:10 UTC 2026","passed","Sun May 17 16:06:10 UTC 2026","TestMentorshipProfile","test_mentorship","",""
"POST /api/assessments/ai-create with empty body → 422.","234","test_p1_ai_create_assessment_empty","tests.api","Sun May 17 16:03:00 UTC 2026","passed","Sun May 17 16:03:01 UTC 2026","TestAuthAssessmentsP1","test_auth","",""
"","323","test_my_enrollments","tests.api","Sun May 17 16:04:07 UTC 2026","passed","Sun May 17 16:04:07 UTC 2026","TestAuthClassrooms","test_auth","",""
"P0: List upcoming/live assessments for student.","278","test_student_upcoming_assessments","tests.api","Sun May 17 16:03:05 UTC 2026","passed","Sun May 17 16:03:05 UTC 2026","TestAuthStudentAssessments","test_auth","",""
"P1: GET /sessions/99999/review → 404.","219","test_p1_get_review_nonexistent","tests.api","Sun May 17 16:06:22 UTC 2026","passed","Sun May 17 16:06:23 UTC 2026","TestMentorshipSessions","test_mentorship","",""
"P1: POST /subscriptions/99999/resume → 404.","322","test_p1_resume_nonexistent","tests.api","Sun May 17 16:04:33 UTC 2026","passed","Sun May 17 16:04:33 UTC 2026","TestBillingSubscriptions","test_billing","",""
"P0: Delete a question from a draft assessment.","246","test_delete_question","tests.api","Sun May 17 16:03:04 UTC 2026","passed","Sun May 17 16:03:04 UTC 2026","TestAuthAssessmentQuestions","test_auth","",""
"","216","test_p1_create_group_empty","tests.api","Sun May 17 16:04:18 UTC 2026","passed","Sun May 17 16:04:18 UTC 2026","TestAuthNewP1","test_auth","",""
"POST /auth/api/company/profile with empty name – API may accept it.","214","test_p1_create_company_empty_name","tests.api","Sun May 17 16:02:44 UTC 2026","passed","Sun May 17 16:02:44 UTC 2026","TestAuthUniversityP1","test_auth","",""
"","221","test_my_pending_invites","tests.api","Sun May 17 16:04:02 UTC 2026","passed","Sun May 17 16:04:02 UTC 2026","TestAuthCompanyExtended","test_auth","",""
"","313","test_get_company","tests.api","Sun May 17 16:04:04 UTC 2026","passed","Sun May 17 16:04:04 UTC 2026","TestAuthCompanyExtended","test_auth","",""
"P1: PATCH /sessions/99999 → 404.","218","test_p1_update_session_status_nonexistent","tests.api","Sun May 17 16:06:22 UTC 2026","passed","Sun May 17 16:06:22 UTC 2026","TestMentorshipSessions","test_mentorship","",""
"","273","test_get_interview_analysis","tests.api","Sun May 17 16:05:42 UTC 2026","passed","Sun May 17 16:05:42 UTC 2026","TestAIInterview","test_interview","",""
"P1: DELETE /resumes/99999 → 404.","280","test_p1_delete_resume_nonexistent","tests.api","Sun May 17 16:17:07 UTC 2026","passed","Sun May 17 16:17:07 UTC 2026","TestResumeP1","test_resumes","",""
"","219","test_p1_put_assessment_empty","tests.api","Sun May 17 16:04:17 UTC 2026","passed","Sun May 17 16:04:17 UTC 2026","TestAuthNewP1","test_auth","",""
"P1: Bulk invite candidates.","245","test_bulk_invite_candidates","tests.api","Sun May 17 16:03:40 UTC 2026","passed","Sun May 17 16:03:40 UTC 2026","TestAuthCompanyInvites","test_auth","",""
"P1: POST /wallet/reverse with empty body → 422.","317","test_p1_reverse_empty","tests.api","Sun May 17 16:04:30 UTC 2026","passed","Sun May 17 16:04:31 UTC 2026","TestBillingWallet","test_billing","",""
"P1: Reject a company invite.","321","test_reject_company_invite","tests.api","Sun May 17 16:03:43 UTC 2026","passed","Sun May 17 16:03:43 UTC 2026","TestAuthCompanyInvites","test_auth","",""
"POST without token → 401.","284","test_p1_bulk_invite_no_auth","tests.api","Sun May 17 16:03:43 UTC 2026","passed","Sun May 17 16:03:44 UTC 2026","TestAuthCompanyInvites","test_auth","",""
"P1: GET /users/internal/active-ids without token — returns list or 403.","231","test_p1_list_active_ids_no_auth","tests.api","Sun May 17 16:03:11 UTC 2026","passed","Sun May 17 16:03:11 UTC 2026","TestAuthInternalUserIdsP1","test_auth","",""
"P0: GET /v1/sessions/{id} — get a single session.","3028","test_get_session_by_id","tests.api","Sun May 17 16:16:52 UTC 2026","passed","Sun May 17 16:16:55 UTC 2026","TestQuizNewEndpoints","test_quiz","",""
"","2125","test_generate_company_question","tests.api","Sun May 17 16:14:58 UTC 2026","failed","Sun May 17 16:15:00 UTC 2026","TestQuizAPIs","test_quiz","",""
"P0: GET /v1/profiles/{user_id}/avatar.","213","test_get_profile_avatar","tests.api","Sun May 17 16:06:29 UTC 2026","passed","Sun May 17 16:06:30 UTC 2026","TestMentorshipNewEndpoints","test_mentorship","",""
"Cleanup: delete the test assessment.","227","test_cleanup_delete_assessment","tests.api","Sun May 17 16:03:04 UTC 2026","passed","Sun May 17 16:03:04 UTC 2026","TestAuthAssessmentQuestions","test_auth","",""
"","229","test_p1_create_course_empty_payload","tests.api","Sun May 17 16:04:48 UTC 2026","passed","Sun May 17 16:04:48 UTC 2026","TestCoursesCRUDP1","test_courses","",""
"P1: POST /jobs with empty body → 422.","218","test_p1_create_job_empty","tests.api","Sun May 17 16:06:02 UTC 2026","passed","Sun May 17 16:06:02 UTC 2026","TestJobsP1","test_jobs_endpoints","",""
"P0: POST /api/v1/resumes/builder/export/pdf.","245","test_builder_export_pdf","tests.api","Sun May 17 16:17:17 UTC 2026","passed","Sun May 17 16:17:17 UTC 2026","TestResumeNewEndpoints","test_resumes","",""
"P1: GET /resumes/admin/users/1/skills without token → 401/403.","292","test_p1_admin_get_skills_no_auth","tests.api","Sun May 17 16:17:10 UTC 2026","passed","Sun May 17 16:17:11 UTC 2026","TestResumeAdmin","test_resumes","",""
"POST /auth/roles with empty name → 422 or 201 (API allows empty).","424","test_p1_create_role_empty_name","tests.api","Sun May 17 16:02:22 UTC 2026","passed","Sun May 17 16:02:23 UTC 2026","TestAuthProtectedP1","test_auth","",""
"","219","test_reset_password","tests.api","Sun May 17 16:02:16 UTC 2026","passed","Sun May 17 16:02:16 UTC 2026","TestAuthOther","test_auth","",""
"P1: POST /api/v1/resumes/builder/generate with empty → 422.","212","test_p1_builder_generate_empty","tests.api","Sun May 17 16:17:19 UTC 2026","passed","Sun May 17 16:17:19 UTC 2026","TestResumeNewEndpointsP1","test_resumes","",""
"","2632","test_generate_mcq_endpoint","tests.api","Sun May 17 16:15:56 UTC 2026","failed","Sun May 17 16:15:58 UTC 2026","TestQuizAPIs","test_quiz","",""
"P0: Get credit flow report.","235","test_credit_flow_report","tests.api","Sun May 17 16:04:38 UTC 2026","passed","Sun May 17 16:04:38 UTC 2026","TestBillingReports","test_billing","",""
"P1: GET /companies/nonexistent → 404.","218","test_p1_get_company_nonexistent","tests.api","Sun May 17 16:06:03 UTC 2026","passed","Sun May 17 16:06:03 UTC 2026","TestJobsP1","test_jobs_endpoints","",""
"","338","test_idp_course_request","tests.api","Sun May 17 16:04:12 UTC 2026","passed","Sun May 17 16:04:12 UTC 2026","TestAuthIDPAssessments","test_auth","",""
"P0: GET /v1/mentors/{id}/profile — mentor profile.","219","test_get_mentor_profile_new","tests.api","Sun May 17 16:06:27 UTC 2026","passed","Sun May 17 16:06:27 UTC 2026","TestMentorshipNewEndpoints","test_mentorship","",""
"P1: DELETE /jobs/nonexistent/hard-delete → 404.","217","test_p1_hard_delete_nonexistent","tests.api","Sun May 17 16:06:05 UTC 2026","passed","Sun May 17 16:06:05 UTC 2026","TestJobsP1","test_jobs_endpoints","",""
"","243","test_delete_group_safe","tests.api","Sun May 17 16:03:57 UTC 2026","passed","Sun May 17 16:03:57 UTC 2026","TestAuthCompanyGroupsCRUD","test_auth","",""
"DELETE /auth/users/99999/roles/admin → 404.","218","test_p1_remove_role_from_nonexistent_user","tests.api","Sun May 17 16:02:22 UTC 2026","passed","Sun May 17 16:02:22 UTC 2026","TestAuthProtectedP1","test_auth","",""
"P1: Get JDs uploaded by a specific user.","219","test_get_jds_by_user","tests.api","Sun May 17 16:03:44 UTC 2026","passed","Sun May 17 16:03:45 UTC 2026","TestAuthJDExtended","test_auth","",""
"","251","test_p1_generate_skill_based_recommendations_empty","tests.api","Sun May 17 16:16:21 UTC 2026","passed","Sun May 17 16:16:21 UTC 2026","TestQuizP1","test_quiz","",""
"","240","test_p1_create_question_no_auth","tests.api","Sun May 17 16:05:13 UTC 2026","passed","Sun May 17 16:05:13 UTC 2026","TestCoursesQuizzesP1","test_courses","",""
"P1: PUT /api/v1/tenants/{id}/sub-accounts/{id}/limit with empty → 422.","311","test_p1_update_sub_account_limit_empty","tests.api","Sun May 17 16:04:44 UTC 2026","passed","Sun May 17 16:04:44 UTC 2026","TestBillingNewEndpointsP1","test_billing","",""
"P1: GET /resumes/{id}/skills without token → 401/403.","923","test_p1_get_skills_no_auth","tests.api","Sun May 17 16:17:09 UTC 2026","passed","Sun May 17 16:17:10 UTC 2026","TestResumeP1","test_resumes","",""
"Login with email only → 422.","287","test_p1_login_missing_password","tests.api","Sun May 17 16:02:11 UTC 2026","passed","Sun May 17 16:02:12 UTC 2026","TestAuthPublicP1","test_auth","",""
"P0: PUT /api/v1/lessons/{id}.","330","test_put_lesson","tests.api","Sun May 17 16:05:20 UTC 2026","passed","Sun May 17 16:05:20 UTC 2026","TestCoursesNewEndpoints","test_courses","",""
"P0: Get shortlisted candidates for a JD.","221","test_get_shortlisted_candidates","tests.api","Sun May 17 16:03:13 UTC 2026","passed","Sun May 17 16:03:13 UTC 2026","TestAuthShortlistGet","test_auth","",""
"","571","test_month_finalize","tests.api","Sun May 17 16:04:10 UTC 2026","passed","Sun May 17 16:04:11 UTC 2026","TestAuthIDPAssessments","test_auth","",""
"","122411","test_generate_skill_based_recommendations","tests.api","Sun May 17 16:12:51 UTC 2026","failed","Sun May 17 16:14:54 UTC 2026","TestQuizAPIs","test_quiz","",""
"P1: GET /v1/sessions/99999 → 404.","231","test_p1_get_session_nonexistent","tests.api","Sun May 17 16:16:58 UTC 2026","passed","Sun May 17 16:16:58 UTC 2026","TestQuizNewEndpointsP1","test_quiz","",""
"P1: GET /v1/user/99999/profile → 404 or empty.","242","test_p1_user_profile_nonexistent","tests.api","Sun May 17 16:05:54 UTC 2026","passed","Sun May 17 16:05:54 UTC 2026","TestInterviewNewEndpointsP1","test_interview","",""
"","213","test_p1_create_coding_question_empty","tests.api","Sun May 17 16:16:25 UTC 2026","passed","Sun May 17 16:16:25 UTC 2026","TestQuizP1","test_quiz","",""
"P1: PATCH /me without token → 401.","232","test_p1_update_me_no_auth","tests.api","Sun May 17 16:06:11 UTC 2026","passed","Sun May 17 16:06:11 UTC 2026","TestMentorshipProfile","test_mentorship","",""
"","218","test_p1_create_classroom_empty","tests.api","Sun May 17 16:04:21 UTC 2026","passed","Sun May 17 16:04:21 UTC 2026","TestAuthNewP1","test_auth","",""
"P1: GET /users/99999/trust-score → 404.","265","test_p1_get_trust_score_nonexistent","tests.api","Sun May 17 16:06:25 UTC 2026","passed","Sun May 17 16:06:25 UTC 2026","TestMentorshipOnboarding","test_mentorship","",""
"POST /v1/analyze/frame without token → 401/403.","264","test_p1_analyze_frame_no_auth","tests.api","Sun May 17 16:05:46 UTC 2026","passed","Sun May 17 16:05:46 UTC 2026","TestAIInterviewP1","test_interview","",""
"POST /auth/universities/{id}/invites/bulk with bad emails → 400/422.","238","test_p1_bulk_invite_invalid_emails","tests.api","Sun May 17 16:02:33 UTC 2026","passed","Sun May 17 16:02:34 UTC 2026","TestAuthUniversityP1","test_auth","",""
"P1: GET /resumes without token → 401/403.","253","test_p1_list_resumes_no_auth","tests.api","Sun May 17 16:17:06 UTC 2026","passed","Sun May 17 16:17:06 UTC 2026","TestResumeP1","test_resumes","",""
"","276","test_p1_get_question_nonexistent","tests.api","Sun May 17 16:05:14 UTC 2026","passed","Sun May 17 16:05:14 UTC 2026","TestCoursesQuizzesP1","test_courses","",""
"P1: POST without token → 401/403/422 (server validates body before auth).","232","test_p1_create_session_no_auth","tests.api","Sun May 17 16:06:08 UTC 2026","passed","Sun May 17 16:06:08 UTC 2026","TestJobsITJourneyP1","test_jobs_endpoints","",""
"P1: PUT /api/v1/pricing/packs/99999 → 404.","581","test_p1_update_pack_nonexistent","tests.api","Sun May 17 16:04:42 UTC 2026","passed","Sun May 17 16:04:42 UTC 2026","TestBillingNewEndpointsP1","test_billing","",""
"P0: Get current user's mentorship profile.","251","test_get_me","tests.api","Sun May 17 16:06:10 UTC 2026","passed","Sun May 17 16:06:10 UTC 2026","TestMentorshipProfile","test_mentorship","",""
"GET /auth/roles without token → 401/403.","235","test_p1_list_roles_no_auth","tests.api","Sun May 17 16:02:22 UTC 2026","passed","Sun May 17 16:02:22 UTC 2026","TestAuthProtectedP1","test_auth","",""
"P0: POST /api/v1/payments/webhooks/razorpay — process webhook.","310","test_razorpay_webhook","tests.api","Sun May 17 16:04:39 UTC 2026","failed","Sun May 17 16:04:39 UTC 2026","TestBillingNewEndpoints","test_billing","",""
"","264","test_register_user","tests.api","Sun May 17 16:02:04 UTC 2026","passed","Sun May 17 16:02:04 UTC 2026","TestAuthPublic","test_auth","",""
"P1: GET /mentors/search without token → 401.","302","test_p1_mentor_search_no_auth","tests.api","Sun May 17 16:06:16 UTC 2026","passed","Sun May 17 16:06:16 UTC 2026","TestMentorshipDiscovery","test_mentorship","",""
"P0: POST /api/v1/admin/activate-user/{user_id}.","317","test_admin_activate_user","tests.api","Sun May 17 16:04:40 UTC 2026","passed","Sun May 17 16:04:40 UTC 2026","TestBillingNewEndpoints","test_billing","",""
"","640","test_get_my_history","tests.api","Sun May 17 16:16:01 UTC 2026","passed","Sun May 17 16:16:02 UTC 2026","TestQuizAPIs","test_quiz","",""
"GET /auth/api/interview/rounds/{id} without token → 401/403.","261","test_p1_get_interviews_no_auth","tests.api","Sun May 17 16:02:42 UTC 2026","passed","Sun May 17 16:02:43 UTC 2026","TestAuthUniversityP1","test_auth","",""
"P1: POST /api/v1/resumes/builder/enhance-section with empty → 422.","212","test_p1_builder_enhance_empty","tests.api","Sun May 17 16:17:19 UTC 2026","passed","Sun May 17 16:17:20 UTC 2026","TestResumeNewEndpointsP1","test_resumes","",""
"","524","test_p1_classroom_nonexistent","tests.api","Sun May 17 16:04:20 UTC 2026","passed","Sun May 17 16:04:21 UTC 2026","TestAuthNewP1","test_auth","",""
"P1: GET /sessions/99999 → 404.","222","test_p1_get_session_nonexistent","tests.api","Sun May 17 16:06:22 UTC 2026","passed","Sun May 17 16:06:22 UTC 2026","TestMentorshipSessions","test_mentorship","",""
"","217","test_p1_idp_assessment_nonexistent","tests.api","Sun May 17 16:04:21 UTC 2026","passed","Sun May 17 16:04:21 UTC 2026","TestAuthNewP1","test_auth","",""
"","251","test_p1_update_note_nonexistent","tests.api","Sun May 17 16:05:10 UTC 2026","passed","Sun May 17 16:05:10 UTC 2026","TestCoursesNotesP1","test_courses","",""
"P0: List my IDPs.","278","test_idp_list_my_idps","tests.api","Sun May 17 16:03:50 UTC 2026","passed","Sun May 17 16:03:50 UTC 2026","TestAuthIDPCRUD","test_auth","",""
"P1: POST /wallet/consume without token → 401/403.","620","test_p1_consume_credits_no_auth","tests.api","Sun May 17 16:04:30 UTC 2026","passed","Sun May 17 16:04:30 UTC 2026","TestBillingWallet","test_billing","",""
"DELETE /users/99999 → 404.","232","test_p1_delete_user_nonexistent","tests.api","Sun May 17 16:02:52 UTC 2026","passed","Sun May 17 16:02:52 UTC 2026","TestAuthDeleteUserP1","test_auth","",""
"","217","test_introspect_token","tests.api","Sun May 17 16:02:13 UTC 2026","passed","Sun May 17 16:02:13 UTC 2026","TestAuthOther","test_auth","",""
"DELETE /api/assessments/99999 → 404.","290","test_p1_delete_assessment_nonexistent","tests.api","Sun May 17 16:03:02 UTC 2026","passed","Sun May 17 16:03:02 UTC 2026","TestAuthAssessmentsP1","test_auth","",""
"","315","test_flag_course_review","tests.api","Sun May 17 16:04:56 UTC 2026","passed","Sun May 17 16:04:56 UTC 2026","TestCoursesReviews","test_courses","",""
"P0: GET /healthz — healthz check.","210","test_jobs_healthz","tests.api","Sun May 17 16:06:07 UTC 2026","passed","Sun May 17 16:06:07 UTC 2026","TestJobsITJourney","test_jobs_endpoints","",""
"POST /auth/users/99999/roles/admin → 404.","427","test_p1_add_role_to_nonexistent_user","tests.api","Sun May 17 16:02:21 UTC 2026","passed","Sun May 17 16:02:22 UTC 2026","TestAuthProtectedP1","test_auth","",""
"","303","test_get_question","tests.api","Sun May 17 16:05:11 UTC 2026","passed","Sun May 17 16:05:12 UTC 2026","TestCoursesQuizzes","test_courses","",""
"","261","test_root","tests.api","Sun May 17 16:15:03 UTC 2026","passed","Sun May 17 16:15:03 UTC 2026","TestQuizAPIs","test_quiz","",""
"","326","test_verify_email","tests.api","Sun May 17 16:02:15 UTC 2026","passed","Sun May 17 16:02:15 UTC 2026","TestAuthOther","test_auth","",""
"P0: Assign admin to a university.","221","test_assign_university_admin","tests.api","Sun May 17 16:02:53 UTC 2026","passed","Sun May 17 16:02:53 UTC 2026","TestAuthAssignUniAdmin","test_auth","",""
"","241","test_list_add_user_requests","tests.api","Sun May 17 16:04:03 UTC 2026","failed","Sun May 17 16:04:03 UTC 2026","TestAuthCompanyExtended","test_auth","",""
"P0: GET /v1/tests/my/mentee-tests.","288","test_list_my_mentee_tests","tests.api","Sun May 17 16:06:28 UTC 2026","passed","Sun May 17 16:06:29 UTC 2026","TestMentorshipNewEndpoints","test_mentorship","",""
"","444","test_get_resume_by_id","tests.api","Sun May 17 16:17:00 UTC 2026","passed","Sun May 17 16:17:01 UTC 2026","TestResume","test_resumes","",""
"P1: GET /reports/credit-flow without required dates → 422.","209","test_p1_credit_flow_no_dates","tests.api","Sun May 17 16:04:38 UTC 2026","passed","Sun May 17 16:04:38 UTC 2026","TestBillingReports","test_billing","",""
"","307","test_health","tests.api","Sun May 17 16:04:44 UTC 2026","passed","Sun May 17 16:04:45 UTC 2026","TestCoursesHealth","test_courses","",""
"","228","test_p1_get_assessment_nonexistent","tests.api","Sun May 17 16:04:17 UTC 2026","passed","Sun May 17 16:04:17 UTC 2026","TestAuthNewP1","test_auth","",""
"","393","test_evaluate_code","tests.api","Sun May 17 16:08:40 UTC 2026","passed","Sun May 17 16:08:40 UTC 2026","TestQuizAPIs","test_quiz","",""
"","420","test_promote_admin","tests.api","Sun May 17 16:04:04 UTC 2026","passed","Sun May 17 16:04:05 UTC 2026","TestAuthCompanyExtended","test_auth","",""
"P0: AI-create assessment via Gemini.","3034","test_ai_create_assessment","tests.api","Sun May 17 16:02:55 UTC 2026","passed","Sun May 17 16:02:58 UTC 2026","TestAuthAssessments","test_auth","",""
"","743","test_list_courses","tests.api","Sun May 17 16:04:46 UTC 2026","passed","Sun May 17 16:04:47 UTC 2026","TestCoursesCRUD","test_courses","",""
"","230","test_get_coding_question_pool_item_p0","tests.api","Sun May 17 16:15:13 UTC 2026","passed","Sun May 17 16:15:13 UTC 2026","TestQuizAPIs","test_quiz","",""
"P1: Regular (non-admin) user cannot access admin skills endpoint → 403.","236","test_p1_admin_get_skills_regular_user_forbidden","tests.api","Sun May 17 16:17:11 UTC 2026","passed","Sun May 17 16:17:11 UTC 2026","TestResumeAdmin","test_resumes","",""
"P0: Health check returns 200.","209","test_health","tests.api","Sun May 17 16:06:09 UTC 2026","passed","Sun May 17 16:06:10 UTC 2026","TestMentorshipHealth","test_mentorship","",""
"","485","test_start_interview","tests.api","Sun May 17 16:05:28 UTC 2026","passed","Sun May 17 16:05:29 UTC 2026","TestAIInterview","test_interview","",""
"","217","test_add_university_group_members","tests.api","Sun May 17 16:02:28 UTC 2026","passed","Sun May 17 16:02:28 UTC 2026","TestAuthUniversity","test_auth","",""
"","897","test_p1_user_roles_no_auth","tests.api","Sun May 17 16:04:24 UTC 2026","passed","Sun May 17 16:04:25 UTC 2026","TestAuthNewP1","test_auth","",""
"","242","test_assign_user","tests.api","Sun May 17 16:04:04 UTC 2026","passed","Sun May 17 16:04:04 UTC 2026","TestAuthCompanyExtended","test_auth","",""
"POST /idp/save without token → 401/403.","339","test_p1_idp_save_no_auth","tests.api","Sun May 17 16:03:51 UTC 2026","passed","Sun May 17 16:03:52 UTC 2026","TestAuthIDPCRUD","test_auth","",""
"P0: GET /healthz.","213","test_healthz_new","tests.api","Sun May 17 16:17:18 UTC 2026","passed","Sun May 17 16:17:18 UTC 2026","TestResumeNewEndpoints","test_resumes","",""
"P0: Healthz returns 200.","239","test_healthz","tests.api","Sun May 17 16:06:10 UTC 2026","passed","Sun May 17 16:06:10 UTC 2026","TestMentorshipHealth","test_mentorship","",""
"P0: GET /v1/internal/idp-assessments/sessions/{id} — get IDP assessment session.","576","test_get_internal_idp_assessment_session","tests.api","Sun May 17 16:16:50 UTC 2026","failed","Sun May 17 16:16:50 UTC 2026","TestQuizNewEndpoints","test_quiz","",""
"","253","test_p1_evaluate_company_answer_empty","tests.api","Sun May 17 16:16:21 UTC 2026","passed","Sun May 17 16:16:21 UTC 2026","TestQuizP1","test_quiz","",""
"P0: POST /v1/user/{id}/profile — create/update user profile.","226","test_post_user_profile","tests.api","Sun May 17 16:05:51 UTC 2026","passed","Sun May 17 16:05:51 UTC 2026","TestInterviewNewEndpoints","test_interview","",""
"POST without token → 401.","357","test_p1_create_company_group_no_auth","tests.api","Sun May 17 16:03:40 UTC 2026","passed","Sun May 17 16:03:40 UTC 2026","TestAuthCompanyGroups","test_auth","",""
"P1: GET without token → 401/403.","287","test_p1_get_idp_session_no_auth","tests.api","Sun May 17 16:16:56 UTC 2026","passed","Sun May 17 16:16:56 UTC 2026","TestQuizNewEndpointsP1","test_quiz","",""
"P1: GET /subscriptions/me without token → 401/403.","282","test_p1_get_subscription_no_auth","tests.api","Sun May 17 16:04:32 UTC 2026","passed","Sun May 17 16:04:33 UTC 2026","TestBillingSubscriptions","test_billing","",""
"P0: Delete a draft assessment (last test to keep assessment available for others).","315","test_delete_assessment","tests.api","Sun May 17 16:02:59 UTC 2026","passed","Sun May 17 16:03:00 UTC 2026","TestAuthAssessments","test_auth","",""
"","261","test_health","tests.api","Sun May 17 16:02:17 UTC 2026","passed","Sun May 17 16:02:17 UTC 2026","TestAuthOther","test_auth","",""
"P1: GET /sessions/99999/contact → 404.","217","test_p1_get_session_contact_nonexistent","tests.api","Sun May 17 16:06:23 UTC 2026","passed","Sun May 17 16:06:23 UTC 2026","TestMentorshipSessions","test_mentorship","",""
"","225","test_get_my_pending_university_invites","tests.api","Sun May 17 16:02:24 UTC 2026","passed","Sun May 17 16:02:25 UTC 2026","TestAuthUniversity","test_auth","",""
"","214","test_p1_generate_challenge_empty","tests.api","Sun May 17 16:16:19 UTC 2026","passed","Sun May 17 16:16:19 UTC 2026","TestQuizP1","test_quiz","",""
"","216","test_submit_course_review","tests.api","Sun May 17 16:04:55 UTC 2026","passed","Sun May 17 16:04:56 UTC 2026","TestCoursesReviews","test_courses","",""
"","2086","test_p1_populate_coding_question_pool_unauthorized","tests.api","Sun May 17 16:16:26 UTC 2026","passed","Sun May 17 16:16:28 UTC 2026","TestQuizP1","test_quiz","",""
"Docs page should be reachable (safe smoke test).","297","test_jobs_docs","tests.api","Sun May 17 16:05:54 UTC 2026","passed","Sun May 17 16:05:55 UTC 2026","","test_jobs_endpoints","",""
"","433","test_forgot_password","tests.api","Sun May 17 16:02:15 UTC 2026","passed","Sun May 17 16:02:16 UTC 2026","TestAuthOther","test_auth","",""
"","303","test_create_quiz","tests.api","Sun May 17 16:05:12 UTC 2026","passed","Sun May 17 16:05:12 UTC 2026","TestCoursesQuizzes","test_courses","",""
"P0: GET /v1/tests/my/mentor-tests.","264","test_list_my_mentor_tests","tests.api","Sun May 17 16:06:29 UTC 2026","passed","Sun May 17 16:06:29 UTC 2026","TestMentorshipNewEndpoints","test_mentorship","",""
"P1: GET /universities without token → 401/403.","292","test_p1_list_universities_no_auth","tests.api","Sun May 17 16:03:09 UTC 2026","passed","Sun May 17 16:03:09 UTC 2026","TestAuthUniversityCRUDP1","test_auth","",""
"P1: Without token → 401.","236","test_p1_generate_pdf_no_auth","tests.api","Sun May 17 16:03:15 UTC 2026","passed","Sun May 17 16:03:16 UTC 2026","TestAuthGeneratePdfResultP1","test_auth","",""
"","3188","test_coding_generate_question","tests.api","Sun May 17 16:15:03 UTC 2026","failed","Sun May 17 16:15:07 UTC 2026","TestQuizAPIs","test_quiz","",""
"P0: DEL /api/v1/lessons/{id} — delete a lesson.","293","test_delete_lesson_safe","tests.api","Sun May 17 16:05:16 UTC 2026","passed","Sun May 17 16:05:16 UTC 2026","TestCoursesNewEndpoints","test_courses","",""
"P0: POST /api/v1/resumes/builder/generate — generate a resume.","2183","test_builder_generate","tests.api","Sun May 17 16:17:14 UTC 2026","failed","Sun May 17 16:17:16 UTC 2026","TestResumeNewEndpoints","test_resumes","",""
"P0: POST /v1/me/avatar — upload avatar.","261","test_post_me_avatar","tests.api","Sun May 17 16:06:25 UTC 2026","passed","Sun May 17 16:06:25 UTC 2026","TestMentorshipNewEndpoints","test_mentorship","",""
"P0: GET /api/v1/questions/{id}.","237","test_get_question_by_id","tests.api","Sun May 17 16:05:20 UTC 2026","passed","Sun May 17 16:05:20 UTC 2026","TestCoursesNewEndpoints","test_courses","",""
"","219","test_update_role","tests.api","Sun May 17 16:02:20 UTC 2026","passed","Sun May 17 16:02:20 UTC 2026","TestAuthProtected","test_auth","",""
"P0: DEL /api/v1/courses/{cid}/modules/{mid} — delete a module.","311","test_delete_module_safe","tests.api","Sun May 17 16:05:16 UTC 2026","passed","Sun May 17 16:05:16 UTC 2026","TestCoursesNewEndpoints","test_courses","",""
"","274","test_search_courses","tests.api","Sun May 17 16:05:04 UTC 2026","passed","Sun May 17 16:05:04 UTC 2026","TestCoursesSearch","test_courses","",""
"","962","test_p1_list_all_sessions_admin_unauthorized","tests.api","Sun May 17 16:16:48 UTC 2026","passed","Sun May 17 16:16:49 UTC 2026","TestQuizP1","test_quiz","",""
"","238","test_p1_create_bookmark_no_auth","tests.api","Sun May 17 16:05:10 UTC 2026","passed","Sun May 17 16:05:10 UTC 2026","TestCoursesNotesP1","test_courses","",""
"","212","test_p1_download_report_empty","tests.api","Sun May 17 16:16:21 UTC 2026","passed","Sun May 17 16:16:22 UTC 2026","TestQuizP1","test_quiz","",""
"","283","test_p1_assessment_no_auth","tests.api","Sun May 17 16:04:17 UTC 2026","passed","Sun May 17 16:04:17 UTC 2026","TestAuthNewP1","test_auth","",""
