"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","231","test_accept_invite","tests.api","Sun May 17 16:04:02 UTC 2026","passed","Sun May 17 16:04:03 UTC 2026","TestAuthCompanyExtended","test_auth","",""
"P1: POST /api/v1/payments/razorpay/order with empty body → 422.","315","test_p1_razorpay_order_empty","tests.api","Sun May 17 16:04:41 UTC 2026","failed","Sun May 17 16:04:42 UTC 2026","TestBillingNewEndpointsP1","test_billing","",""
"P0: Delete company group.","438","test_delete_company_group","tests.api","Sun May 17 16:03:39 UTC 2026","passed","Sun May 17 16:03:40 UTC 2026","TestAuthCompanyGroups","test_auth","",""
"POST /auth/universities/my/pending-invites/accept for already accepted invite.","266","test_p1_accept_already_accepted_invite","tests.api","Sun May 17 16:02:36 UTC 2026","passed","Sun May 17 16:02:36 UTC 2026","TestAuthUniversityP1","test_auth","",""
"POST /auth/api/company/profile without token → 401/403.","1042","test_p1_create_company_no_auth","tests.api","Sun May 17 16:02:45 UTC 2026","passed","Sun May 17 16:02:46 UTC 2026","TestAuthUniversityP1","test_auth","",""
"P1: GET /api/v1/resumes/admin/users/1/skills without token → 401/403.","287","test_p1_admin_user_skills_no_auth","tests.api","Sun May 17 16:17:21 UTC 2026","passed","Sun May 17 16:17:21 UTC 2026","TestResumeNewEndpointsP1","test_resumes","",""
"P1: GET /api/matching/results/1 without token → 401/403.","257","test_p1_get_stored_results_no_auth","tests.api","Sun May 17 16:03:13 UTC 2026","passed","Sun May 17 16:03:13 UTC 2026","TestAuthStoredMatchResultsP1","test_auth","",""
"","216","test_start","tests.api","Sun May 17 16:03:56 UTC 2026","passed","Sun May 17 16:03:56 UTC 2026","TestAuthAssessmentsCRUD","test_auth","",""
"","522","test_submit","tests.api","Sun May 17 16:03:56 UTC 2026","passed","Sun May 17 16:03:57 UTC 2026","TestAuthAssessmentsCRUD","test_auth","",""
"P0: Admin can fetch skills for a known user (user_id=1).","363","test_admin_get_user_skills","tests.api","Sun May 17 16:17:10 UTC 2026","passed","Sun May 17 16:17:10 UTC 2026","TestResumeAdmin","test_resumes","",""
"P1: POST /v1/internal/idp-assessments/sessions with empty body → 422.","222","test_p1_create_idp_session_empty","tests.api","Sun May 17 16:16:55 UTC 2026","failed","Sun May 17 16:16:55 UTC 2026","TestQuizNewEndpointsP1","test_quiz","",""
"P1: POST /api/assessments/ai-add-questions with empty body → 422.","432","test_p1_ai_add_questions_empty","tests.api","Sun May 17 16:03:14 UTC 2026","passed","Sun May 17 16:03:15 UTC 2026","TestAuthAIAddQuestionsP1","test_auth","",""
"POST /auth/universities without token → 401/403.","237","test_p1_create_university_no_auth","tests.api","Sun May 17 16:02:33 UTC 2026","passed","Sun May 17 16:02:33 UTC 2026","TestAuthUniversityP1","test_auth","",""
"","425","test_add_role_to_user","tests.api","Sun May 17 16:02:19 UTC 2026","passed","Sun May 17 16:02:19 UTC 2026","TestAuthProtected","test_auth","",""
"P1: Generate PDF for lifecycle assessment.","498","test_generate_pdf_result_lifecycle","tests.api","Sun May 17 16:03:49 UTC 2026","passed","Sun May 17 16:03:49 UTC 2026","TestAuthAssessmentLifecycle","test_auth","",""
"P1: GET /v1/sessions/me/skill-scores without token → 401/403.","270","test_p1_get_session_skill_scores_no_auth","tests.api","Sun May 17 16:16:56 UTC 2026","passed","Sun May 17 16:16:57 UTC 2026","TestQuizNewEndpointsP1","test_quiz","",""
"P1: GET /api/v1/tenants/99999/wallet/balance → 404.","207","test_p1_tenant_balance_nonexistent","tests.api","Sun May 17 16:04:43 UTC 2026","passed","Sun May 17 16:04:43 UTC 2026","TestBillingNewEndpointsP1","test_billing","",""
"POST /auth/universities with empty name → 422.","446","test_p1_create_university_empty_name","tests.api","Sun May 17 16:02:32 UTC 2026","passed","Sun May 17 16:02:33 UTC 2026","TestAuthUniversityP1","test_auth","",""
"","216","test_students_results","tests.api","Sun May 17 16:03:57 UTC 2026","passed","Sun May 17 16:03:57 UTC 2026","TestAuthAssessmentsCRUD","test_auth","",""
"P1: GET /mentors/99999/profile → 404 or empty 200.","341","test_p1_get_mentor_profile_nonexistent","tests.api","Sun May 17 16:06:18 UTC 2026","passed","Sun May 17 16:06:18 UTC 2026","TestMentorshipDiscovery","test_mentorship","",""
"P1: GET /admin/audit-dashboard without token → 401/403.","235","test_p1_audit_dashboard_no_auth","tests.api","Sun May 17 16:04:34 UTC 2026","passed","Sun May 17 16:04:35 UTC 2026","TestBillingAdmin","test_billing","",""
"POST /api/assessments/manual-create with empty body → 422.","218","test_p1_manual_create_assessment_empty","tests.api","Sun May 17 16:03:00 UTC 2026","passed","Sun May 17 16:03:00 UTC 2026","TestAuthAssessmentsP1","test_auth","",""
"","419","test_post_question","tests.api","Sun May 17 16:03:54 UTC 2026","passed","Sun May 17 16:03:55 UTC 2026","TestAuthAssessmentsCRUD","test_auth","",""
"","218","test_week_start","tests.api","Sun May 17 16:04:10 UTC 2026","passed","Sun May 17 16:04:10 UTC 2026","TestAuthIDPAssessments","test_auth","",""
"P0: Internal endpoint returns list of active user IDs.","229","test_list_active_user_ids_internal","tests.api","Sun May 17 16:03:11 UTC 2026","passed","Sun May 17 16:03:11 UTC 2026","TestAuthInternalUserIds","test_auth","",""
"POST process for request 99999 → 404.","214","test_p1_process_nonexistent_request","tests.api","Sun May 17 16:03:37 UTC 2026","passed","Sun May 17 16:03:38 UTC 2026","TestAuthAddUserRequests","test_auth","",""
"P0: Generate PDF result for an assessment.","238","test_generate_pdf_result","tests.api","Sun May 17 16:03:15 UTC 2026","passed","Sun May 17 16:03:15 UTC 2026","TestAuthGeneratePdfResult","test_auth","",""
"POST /auth/register without password → 422.","861","test_p1_register_missing_password","tests.api","Sun May 17 16:02:07 UTC 2026","passed","Sun May 17 16:02:08 UTC 2026","TestAuthPublicP1","test_auth","",""
"","551","test_enroll_in_course","tests.api","Sun May 17 16:04:53 UTC 2026","passed","Sun May 17 16:04:54 UTC 2026","TestCoursesEnrollments","test_courses","",""
"","222","test_average_completion_rates","tests.api","Sun May 17 16:04:59 UTC 2026","passed","Sun May 17 16:04:59 UTC 2026","TestCoursesAnalytics","test_courses","",""
"","233","test_p1_get_progress_nonexistent","tests.api","Sun May 17 16:04:55 UTC 2026","passed","Sun May 17 16:04:55 UTC 2026","TestCoursesEnrollmentsP1","test_courses","",""
"","224","test_idp_save","tests.api","Sun May 17 16:04:11 UTC 2026","passed","Sun May 17 16:04:11 UTC 2026","TestAuthIDPAssessments","test_auth","",""
"P0: GET /api/v1/resumes/{id}/analysis.","244","test_get_resume_analysis_new","tests.api","Sun May 17 16:17:17 UTC 2026","passed","Sun May 17 16:17:17 UTC 2026","TestResumeNewEndpoints","test_resumes","",""
"","218","test_put_question","tests.api","Sun May 17 16:03:55 UTC 2026","passed","Sun May 17 16:03:55 UTC 2026","TestAuthAssessmentsCRUD","test_auth","",""
"P1: POST /admin/dead-usage-queue/99999/retry → 404.","213","test_p1_retry_nonexistent_event","tests.api","Sun May 17 16:04:37 UTC 2026","passed","Sun May 17 16:04:37 UTC 2026","TestBillingAdmin","test_billing","",""
"P0: GET /api/v1/resumes/admin/users/{id}/skills — admin gets user skills.","221","test_admin_get_user_skills_new","tests.api","Sun May 17 16:17:14 UTC 2026","passed","Sun May 17 16:17:14 UTC 2026","TestResumeNewEndpoints","test_resumes","",""
"P0: POST /v1/me/experiences — add an experience.","263","test_create_experience","tests.api","Sun May 17 16:06:26 UTC 2026","passed","Sun May 17 16:06:26 UTC 2026","TestMentorshipNewEndpoints","test_mentorship","",""
"P1: POST /goals/99999/status-requests/99999/decision → 404 or 422.","215","test_p1_decide_goal_nonexistent","tests.api","Sun May 17 16:06:15 UTC 2026","passed","Sun May 17 16:06:15 UTC 2026","TestMentorshipSkills","test_mentorship","",""
"P0: POST /api/v1/it-journey/session — create an IT journey session.","256","test_create_it_journey_session","tests.api","Sun May 17 16:06:06 UTC 2026","passed","Sun May 17 16:06:06 UTC 2026","TestJobsITJourney","test_jobs_endpoints","",""
"P1: POST without token → 401/403.","232","test_p1_final_score_no_auth","tests.api","Sun May 17 16:05:52 UTC 2026","passed","Sun May 17 16:05:52 UTC 2026","TestInterviewNewEndpointsP1","test_interview","",""
"","214","test_p1_delete_coding_question_nonexistent","tests.api","Sun May 17 16:16:26 UTC 2026","passed","Sun May 17 16:16:26 UTC 2026","TestQuizP1","test_quiz","",""
"","237","test_healthz","tests.api","Sun May 17 16:04:45 UTC 2026","passed","Sun May 17 16:04:45 UTC 2026","TestCoursesHealth","test_courses","",""
"","225","test_get_audio_devices","tests.api","Sun May 17 16:05:44 UTC 2026","passed","Sun May 17 16:05:44 UTC 2026","TestAIInterview","test_interview","",""
"POST /api/company/99999/promote-admin/1 → 404.","242","test_p1_promote_admin_nonexistent_company","tests.api","Sun May 17 16:03:36 UTC 2026","passed","Sun May 17 16:03:37 UTC 2026","TestAuthCompanyAdmin","test_auth","",""
"","215","test_p1_get_assessment_nonexistent","tests.api","Sun May 17 16:16:24 UTC 2026","passed","Sun May 17 16:16:24 UTC 2026","TestQuizP1","test_quiz","",""
"P1: GET /me/calendar without token → 401.","278","test_p1_get_calendar_no_auth","tests.api","Sun May 17 16:06:20 UTC 2026","passed","Sun May 17 16:06:21 UTC 2026","TestMentorshipAvailability","test_mentorship","",""
"POST /auth/universities/my/pending-invites/accept for id 99999 → 404.","582","test_p1_accept_nonexistent_invite","tests.api","Sun May 17 16:02:34 UTC 2026","passed","Sun May 17 16:02:34 UTC 2026","TestAuthUniversityP1","test_auth","",""
"P1: POST /admin/bootstrap-free-credits with empty → should use default.","273","test_p1_bootstrap_empty","tests.api","Sun May 17 16:04:37 UTC 2026","passed","Sun May 17 16:04:37 UTC 2026","TestBillingAdmin","test_billing","",""
"","218","test_remove_group_member","tests.api","Sun May 17 16:03:58 UTC 2026","passed","Sun May 17 16:03:58 UTC 2026","TestAuthCompanyGroupsCRUD","test_auth","",""
"POST /v1/interview/start without token → 401/403.","237","test_p1_start_interview_no_auth","tests.api","Sun May 17 16:05:45 UTC 2026","passed","Sun May 17 16:05:46 UTC 2026","TestAIInterviewP1","test_interview","",""
"P0: Health check returns 200.","228","test_health","tests.api","Sun May 17 16:04:27 UTC 2026","passed","Sun May 17 16:04:27 UTC 2026","TestBillingHealth","test_billing","",""
"","320","test_p1_create_note_no_auth","tests.api","Sun May 17 16:05:09 UTC 2026","passed","Sun May 17 16:05:10 UTC 2026","TestCoursesNotesP1","test_courses","",""
"P1: POST /api/v1/course-reviews/99999/votes → 404.","234","test_p1_vote_review_nonexistent","tests.api","Sun May 17 16:05:22 UTC 2026","passed","Sun May 17 16:05:22 UTC 2026","TestCoursesNewEndpointsP1","test_courses","",""
"","2222","test_download_report","tests.api","Sun May 17 16:14:54 UTC 2026","failed","Sun May 17 16:14:56 UTC 2026","TestQuizAPIs","test_quiz","",""
"","224","test_start_assessment","tests.api","Sun May 17 16:15:12 UTC 2026","passed","Sun May 17 16:15:12 UTC 2026","TestQuizAPIs","test_quiz","",""
"","243","test_idp_mentees","tests.api","Sun May 17 16:04:11 UTC 2026","passed","Sun May 17 16:04:12 UTC 2026","TestAuthIDPAssessments","test_auth","",""
"","326","test_get_skills_from_a_specific_resume","tests.api","Sun May 17 16:17:00 UTC 2026","passed","Sun May 17 16:17:00 UTC 2026","TestResume","test_resumes","",""
"P0: POST /api/v1/risk/accounts/{user_id}/unfreeze.","316","test_unfreeze_account","tests.api","Sun May 17 16:04:40 UTC 2026","passed","Sun May 17 16:04:40 UTC 2026","TestBillingNewEndpoints","test_billing","",""
"","232","test_p1_submit_review_no_auth","tests.api","Sun May 17 16:04:56 UTC 2026","passed","Sun May 17 16:04:57 UTC 2026","TestCoursesReviewsP1","test_courses","",""
"","545","test_linkedin","tests.api","Sun May 17 16:02:14 UTC 2026","passed","Sun May 17 16:02:15 UTC 2026","TestAuthOther","test_auth","",""
"P0: GET /v1/sessions/{id}/idp — session IDP.","217","test_get_session_idp","tests.api","Sun May 17 16:06:29 UTC 2026","passed","Sun May 17 16:06:29 UTC 2026","TestMentorshipNewEndpoints","test_mentorship","",""
"","313","test_get_user_evaluation_by_id_admin_p0","tests.api","Sun May 17 16:15:10 UTC 2026","passed","Sun May 17 16:15:10 UTC 2026","TestQuizAPIs","test_quiz","",""
"P1: GET /v1/internal/skill-scores/99999 → 404 or empty.","262","test_p1_get_skill_scores_nonexistent_user","tests.api","Sun May 17 16:16:56 UTC 2026","failed","Sun May 17 16:16:56 UTC 2026","TestQuizNewEndpointsP1","test_quiz","",""
"","266","test_p1_update_assessment_nonexistent","tests.api","Sun May 17 16:16:24 UTC 2026","passed","Sun May 17 16:16:24 UTC 2026","TestQuizP1","test_quiz","",""
"P1: GET /api/v1/resumes/admin/fetch-all without token → 401/403.","312","test_p1_admin_fetch_all_no_auth","tests.api","Sun May 17 16:17:18 UTC 2026","passed","Sun May 17 16:17:19 UTC 2026","TestResumeNewEndpointsP1","test_resumes","",""
"GET /auth/universities/99999/groups → 200 empty or 404.","429","test_p1_list_university_groups_invalid_id","tests.api","Sun May 17 16:02:35 UTC 2026","passed","Sun May 17 16:02:35 UTC 2026","TestAuthUniversityP1","test_auth","",""
"P1: POST /me/roles without token → 401.","334","test_p1_update_roles_no_auth","tests.api","Sun May 17 16:06:24 UTC 2026","passed","Sun May 17 16:06:24 UTC 2026","TestMentorshipOnboarding","test_mentorship","",""
"","215","test_get_me","tests.api","Sun May 17 16:02:17 UTC 2026","passed","Sun May 17 16:02:17 UTC 2026","TestAuthProtected","test_auth","",""
"","244","test_remove_role_from_user","tests.api","Sun May 17 16:02:19 UTC 2026","passed","Sun May 17 16:02:19 UTC 2026","TestAuthProtected","test_auth","",""
"","1290","test_populate_java_questions","tests.api","Sun May 17 16:15:54 UTC 2026","passed","Sun May 17 16:15:56 UTC 2026","TestQuizAPIs","test_quiz","",""
"P0: GET /v1/mentors/{id}/ratings — mentor ratings.","217","test_get_mentor_ratings_new","tests.api","Sun May 17 16:06:27 UTC 2026","passed","Sun May 17 16:06:27 UTC 2026","TestMentorshipNewEndpoints","test_mentorship","",""
"","224","test_analyze_frame","tests.api","Sun May 17 16:05:42 UTC 2026","passed","Sun May 17 16:05:42 UTC 2026","TestAIInterview","test_interview","",""
"","273","test_p1_pending_invites_no_auth","tests.api","Sun May 17 16:04:19 UTC 2026","passed","Sun May 17 16:04:20 UTC 2026","TestAuthNewP1","test_auth","",""
"","218","test_list_university_group_members","tests.api","Sun May 17 16:02:28 UTC 2026","passed","Sun May 17 16:02:29 UTC 2026","TestAuthUniversity","test_auth","",""
"P0: Get assessment results.","247","test_get_assessment_results","tests.api","Sun May 17 16:02:59 UTC 2026","passed","Sun May 17 16:02:59 UTC 2026","TestAuthAssessments","test_auth","",""
"P1: PATCH /v1/me/experiences/99999 → 404.","218","test_p1_patch_experience_nonexistent","tests.api","Sun May 17 16:06:31 UTC 2026","passed","Sun May 17 16:06:31 UTC 2026","TestMentorshipNewEndpointsP1","test_mentorship","",""
"POST /auth/api/interview/schedule with bad date → 404/422.","217","test_p1_schedule_interview_invalid_date","tests.api","Sun May 17 16:02:42 UTC 2026","passed","Sun May 17 16:02:42 UTC 2026","TestAuthUniversityP1","test_auth","",""
"P0: DEL /api/v1/resumes/{id} — delete a resume (safe id).","251","test_delete_resume_new","tests.api","Sun May 17 16:17:18 UTC 2026","passed","Sun May 17 16:17:18 UTC 2026","TestResumeNewEndpoints","test_resumes","",""
"P0: GET /v1/me/experiences — list my experiences.","247","test_list_experiences","tests.api","Sun May 17 16:06:26 UTC 2026","passed","Sun May 17 16:06:26 UTC 2026","TestMentorshipNewEndpoints","test_mentorship","",""
"P1: Accept a company invite.","220","test_accept_company_invite","tests.api","Sun May 17 16:03:43 UTC 2026","passed","Sun May 17 16:03:43 UTC 2026","TestAuthCompanyInvites","test_auth","",""
"","234","test_p1_admin_review_queue_no_auth","tests.api","Sun May 17 16:05:03 UTC 2026","passed","Sun May 17 16:05:04 UTC 2026","TestCoursesAdminP1","test_courses","",""
"P0: GET /api/v1/lessons/{id}/bookmarks/count.","219","test_get_lesson_bookmarks_count","tests.api","Sun May 17 16:05:19 UTC 2026","passed","Sun May 17 16:05:19 UTC 2026","TestCoursesNewEndpoints","test_courses","",""
"","317","test_list_notes","tests.api","Sun May 17 16:05:07 UTC 2026","passed","Sun May 17 16:05:07 UTC 2026","TestCoursesNotes","test_courses","",""
"P0: Remove members from company group.","250","test_remove_company_group_members","tests.api","Sun May 17 16:03:39 UTC 2026","passed","Sun May 17 16:03:39 UTC 2026","TestAuthCompanyGroups","test_auth","",""
"","215","test_ingest_a_jd_json","tests.api","Sun May 17 16:02:30 UTC 2026","passed","Sun May 17 16:02:30 UTC 2026","TestAuthUniversity","test_auth","",""
"","10181","test_submit_reply","tests.api","Sun May 17 16:05:32 UTC 2026","passed","Sun May 17 16:05:42 UTC 2026","TestAIInterview","test_interview","",""
"","328","test_content_dropoff_rates","tests.api","Sun May 17 16:05:00 UTC 2026","passed","Sun May 17 16:05:01 UTC 2026","TestCoursesAnalytics","test_courses","",""
"","216","test_p1_role_nonexistent","tests.api","Sun May 17 16:04:22 UTC 2026","passed","Sun May 17 16:04:22 UTC 2026","TestAuthNewP1","test_auth","",""
"","226","test_reject_invite","tests.api","Sun May 17 16:04:03 UTC 2026","passed","Sun May 17 16:04:03 UTC 2026","TestAuthCompanyExtended","test_auth","",""
"P0: Add a skill to my mentor profile.","230","test_add_mentor_skill","tests.api","Sun May 17 16:06:13 UTC 2026","passed","Sun May 17 16:06:13 UTC 2026","TestMentorshipSkills","test_mentorship","",""
"P1: POST without token → 401.","255","test_p1_ai_add_questions_no_auth","tests.api","Sun May 17 16:03:15 UTC 2026","passed","Sun May 17 16:03:15 UTC 2026","TestAuthAIAddQuestionsP1","test_auth","",""
"","220","test_p1_update_lesson_nonexistent","tests.api","Sun May 17 16:04:53 UTC 2026","passed","Sun May 17 16:04:53 UTC 2026","TestCoursesLessonsP1","test_courses","",""
"P1: POST /v1/user/{id}/profile with empty body → 422 or accepts.","225","test_p1_post_user_profile_empty","tests.api","Sun May 17 16:05:53 UTC 2026","passed","Sun May 17 16:05:54 UTC 2026","TestInterviewNewEndpointsP1","test_interview","",""
"P0: Update current user's mentorship profile.","348","test_update_me","tests.api","Sun May 17 16:06:10 UTC 2026","passed","Sun May 17 16:06:11 UTC 2026","TestMentorshipProfile","test_mentorship","",""
"","231","test_p1_create_quiz_no_auth","tests.api","Sun May 17 16:05:14 UTC 2026","passed","Sun May 17 16:05:14 UTC 2026","TestCoursesQuizzesP1","test_courses","",""
"","226","test_list_admin_requests","tests.api","Sun May 17 16:04:07 UTC 2026","passed","Sun May 17 16:04:07 UTC 2026","TestAuthClassrooms","test_auth","",""
"POST /auth/universities/{id}/invites/bulk with empty list → 400/422.","242","test_p1_bulk_invite_empty_list","tests.api","Sun May 17 16:02:34 UTC 2026","passed","Sun May 17 16:02:34 UTC 2026","TestAuthUniversityP1","test_auth","",""
"P0: GET /api/v1/enrollments/{id}/progress.","332","test_get_enrollment_progress_new","tests.api","Sun May 17 16:05:17 UTC 2026","passed","Sun May 17 16:05:18 UTC 2026","TestCoursesNewEndpoints","test_courses","",""
"P1: POST /api/v1/resumes/99999/re-analyze → 404.","248","test_p1_re_analyze_nonexistent","tests.api","Sun May 17 16:17:20 UTC 2026","passed","Sun May 17 16:17:21 UTC 2026","TestResumeNewEndpointsP1","test_resumes","",""
"POST /v1/interview/suggest-roles with empty body → 422.","241","test_p1_suggest_roles_empty_payload","tests.api","Sun May 17 16:05:46 UTC 2026","passed","Sun May 17 16:05:47 UTC 2026","TestAIInterviewP1","test_interview","",""
"GET /auth/api/company/99999 → 404.","1089","test_p1_get_nonexistent_company","tests.api","Sun May 17 16:02:47 UTC 2026","passed","Sun May 17 16:02:48 UTC 2026","TestAuthUniversityP1","test_auth","",""
"POST /auth/api/matching/run as regular user → 403.","216","test_p1_match_jd_without_permission","tests.api","Sun May 17 16:02:39 UTC 2026","passed","Sun May 17 16:02:39 UTC 2026","TestAuthUniversityP1","test_auth","",""
"P0: POST /api/v1/progress/lessons/{id}/complete.","223","test_complete_lesson_progress","tests.api","Sun May 17 16:05:19 UTC 2026","failed","Sun May 17 16:05:20 UTC 2026","TestCoursesNewEndpoints","test_courses","",""
"","316","test_export_resume_pdf","tests.api","Sun May 17 16:17:05 UTC 2026","passed","Sun May 17 16:17:05 UTC 2026","TestResume","test_resumes","",""
"P1: GET /v1/superadmin/mentors/by-email without token → 401.","0","test_p1_superadmin_no_auth","tests.api","Sun May 17 16:06:34 UTC 2026","broken","Sun May 17 16:06:34 UTC 2026","TestMentorshipNewEndpointsP1","test_mentorship","",""
"POST /universities/{id}/assign-admin without token → 401.","289","test_p1_assign_admin_no_auth","tests.api","Sun May 17 16:02:53 UTC 2026","passed","Sun May 17 16:02:53 UTC 2026","TestAuthAssignUniAdminP1","test_auth","",""
"P0: DEL /api/v1/notes/{id}.","219","test_delete_note_by_id","tests.api","Sun May 17 16:05:20 UTC 2026","passed","Sun May 17 16:05:21 UTC 2026","TestCoursesNewEndpoints","test_courses","",""
"P0: GET /v1/evaluations/admin/user/{id} — admin gets user evals.","412","test_get_evaluations_admin_by_user","tests.api","Sun May 17 16:16:51 UTC 2026","passed","Sun May 17 16:16:52 UTC 2026","TestQuizNewEndpoints","test_quiz","",""
"","17978","test_get_python_questions","tests.api","Sun May 17 16:15:17 UTC 2026","passed","Sun May 17 16:15:35 UTC 2026","TestQuizAPIs","test_quiz","",""
"","375","test_trigger_re_analysis","tests.api","Sun May 17 16:17:01 UTC 2026","passed","Sun May 17 16:17:02 UTC 2026","TestResume","test_resumes","",""
"","572","test_p1_evaluate_aptitude_empty","tests.api","Sun May 17 16:16:19 UTC 2026","passed","Sun May 17 16:16:19 UTC 2026","TestQuizP1","test_quiz","",""
"P0: GET /api/v1/resumes/admin/fetch-all — admin fetches all resumes.","2311","test_admin_fetch_all_resumes","tests.api","Sun May 17 16:17:11 UTC 2026","passed","Sun May 17 16:17:13 UTC 2026","TestResumeNewEndpoints","test_resumes","",""
"","221","test_search_notes","tests.api","Sun May 17 16:05:07 UTC 2026","passed","Sun May 17 16:05:07 UTC 2026","TestCoursesNotes","test_courses","",""
"POST /v1/interview/reply with empty body → 422.","232","test_p1_submit_reply_empty_payload","tests.api","Sun May 17 16:05:47 UTC 2026","passed","Sun May 17 16:05:47 UTC 2026","TestAIInterviewP1","test_interview","",""
"P0: DEL /api/v1/courses/{id} — delete a course (safe ID).","277","test_delete_course_safe","tests.api","Sun May 17 16:05:15 UTC 2026","passed","Sun May 17 16:05:16 UTC 2026","TestCoursesNewEndpoints","test_courses","",""
"","217","test_delete_group_safe","tests.api","Sun May 17 16:04:14 UTC 2026","passed","Sun May 17 16:04:15 UTC 2026","TestAuthUniversities","test_auth","",""
"","214","test_p1_generate_mcq_endpoint_empty","tests.api","Sun May 17 16:16:48 UTC 2026","passed","Sun May 17 16:16:48 UTC 2026","TestQuizP1","test_quiz","",""
"P0: GET /api/v1/courses/{id}/content — course content.","229","test_get_course_content_new","tests.api","Sun May 17 16:05:17 UTC 2026","passed","Sun May 17 16:05:17 UTC 2026","TestCoursesNewEndpoints","test_courses","",""
"P1: GET /v1/analyze/session/FAKE/metrics → 404.","229","test_p1_session_metrics_nonexistent","tests.api","Sun May 17 16:05:53 UTC 2026","passed","Sun May 17 16:05:53 UTC 2026","TestInterviewNewEndpointsP1","test_interview","",""
"POST /auth/api/matching/run with empty body → 422.","242","test_p1_match_jd_empty_payload","tests.api","Sun May 17 16:02:38 UTC 2026","passed","Sun May 17 16:02:39 UTC 2026","TestAuthUniversityP1","test_auth","",""
"","704","test_generate_aptitude","tests.api","Sun May 17 16:06:34 UTC 2026","passed","Sun May 17 16:06:35 UTC 2026","TestQuizAPIs","test_quiz","",""
"P1: POST /sessions without token → 401.","262","test_p1_book_session_no_auth","tests.api","Sun May 17 16:06:21 UTC 2026","passed","Sun May 17 16:06:22 UTC 2026","TestMentorshipSessions","test_mentorship","",""
"P1: GET /resumes/99999/analysis → 404.","217","test_p1_get_analysis_nonexistent","tests.api","Sun May 17 16:17:07 UTC 2026","passed","Sun May 17 16:17:07 UTC 2026","TestResumeP1","test_resumes","",""
"P1: GET without token → 401/403.","289","test_p1_get_skill_scores_no_auth","tests.api","Sun May 17 16:16:56 UTC 2026","passed","Sun May 17 16:16:56 UTC 2026","TestQuizNewEndpointsP1","test_quiz","",""
"","388","test_create_company","tests.api","Sun May 17 16:05:55 UTC 2026","passed","Sun May 17 16:05:55 UTC 2026","TestJobsReal","test_jobs_endpoints","",""
"GET /api/jd/ without token → 401/403.","252","test_p1_list_jds_no_auth","tests.api","Sun May 17 16:03:46 UTC 2026","passed","Sun May 17 16:03:46 UTC 2026","TestAuthJDExtended","test_auth","",""
"P1: DEL /v1/me/avatar without token → 401.","230","test_p1_delete_avatar_no_auth","tests.api","Sun May 17 16:06:31 UTC 2026","passed","Sun May 17 16:06:31 UTC 2026","TestMentorshipNewEndpointsP1","test_mentorship","",""
"P1: GET /api/v1/resumes/admin/99999 → 404.","220","test_p1_admin_resume_nonexistent","tests.api","Sun May 17 16:17:19 UTC 2026","passed","Sun May 17 16:17:19 UTC 2026","TestResumeNewEndpointsP1","test_resumes","",""
"","286","test_p1_get_content_no_auth","tests.api","Sun May 17 16:04:49 UTC 2026","passed","Sun May 17 16:04:49 UTC 2026","TestCoursesCRUDP1","test_courses","",""
"","1448","test_get_mcq_history","tests.api","Sun May 17 16:16:00 UTC 2026","passed","Sun May 17 16:16:01 UTC 2026","TestQuizAPIs","test_quiz","",""
"P0: Update a draft assessment.","260","test_update_assessment","tests.api","Sun May 17 16:02:59 UTC 2026","passed","Sun May 17 16:02:59 UTC 2026","TestAuthAssessments","test_auth","",""
"","253","test_p1_search_no_auth","tests.api","Sun May 17 16:05:05 UTC 2026","passed","Sun May 17 16:05:05 UTC 2026","TestCoursesSearchP1","test_courses","",""
"","213","test_accept_university_invite","tests.api","Sun May 17 16:02:29 UTC 2026","passed","Sun May 17 16:02:29 UTC 2026","TestAuthUniversity","test_auth","",""
"","347","test_search_suggestions","tests.api","Sun May 17 16:05:04 UTC 2026","passed","Sun May 17 16:05:05 UTC 2026","TestCoursesSearch","test_courses","",""
"GET /auth/users without token → 401/403.","1184","test_p1_list_users_no_auth","tests.api","Sun May 17 16:02:37 UTC 2026","passed","Sun May 17 16:02:38 UTC 2026","TestAuthUniversityP1","test_auth","",""
"P0: Generate a learning roadmap for a role.","3608","test_idp_generate_roadmap","tests.api","Sun May 17 16:03:20 UTC 2026","passed","Sun May 17 16:03:23 UTC 2026","TestAuthIDP","test_auth","",""
"","18217","test_populate_python_questions","tests.api","Sun May 17 16:15:36 UTC 2026","passed","Sun May 17 16:15:54 UTC 2026","TestQuizAPIs","test_quiz","",""
"P1: POST /api/v1/modules/{id}/lessons with empty body → 422.","216","test_p1_create_module_lesson_empty","tests.api","Sun May 17 16:05:23 UTC 2026","passed","Sun May 17 16:05:24 UTC 2026","TestCoursesNewEndpointsP1","test_courses","",""
"GET /v1/user/{id}/history without token → 401/403.","280","test_p1_get_user_history_no_auth","tests.api","Sun May 17 16:05:46 UTC 2026","passed","Sun May 17 16:05:46 UTC 2026","TestAIInterviewP1","test_interview","",""
"","215","test_week_finalize","tests.api","Sun May 17 16:04:10 UTC 2026","passed","Sun May 17 16:04:10 UTC 2026","TestAuthIDPAssessments","test_auth","",""
"","254","test_update_user_profile","tests.api","Sun May 17 16:05:43 UTC 2026","passed","Sun May 17 16:05:43 UTC 2026","TestAIInterview","test_interview","",""
